"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
"No","None",867.785001,"20-25",0.124533584788244,0.0122533691959951,0.542699347715506,0.149967482556201,0.0025130164700784,0.00352889713059237,0.0953972895413066,0.0637870116863198,0.00532000091575678,"grpNo20-25"
"No","None",922.151597,"25-35",0.155508087245659,0.0334985495882625,0.503693881256706,0.095993271917524,0.00758464445841002,0.00392119149580565,0.150259791829,0.0478405992501903,0.00169998295844192,"grpNo25-35"
"No","Pill",9.120717,"<18",0,0,0.486946695089871,0.153733527747873,0,0.123196235559112,0,0.236123541603144,0,"grpNo<18"
"No","Pill",27.266608,"18-20",0,0,0.844539042039993,0,0,0,0.155460957960007,0,0,"grpNo18-20"
"No","Pill",105.042088,"20-25",0,0.0584681637326173,0.535744329453923,0.0777171813264032,0,0.00930013881673791,0.186973701436704,0.126604147472773,0.00519233776084116,"grpNo20-25"
"No","Pill",122.033638,">35",0,0.106087044622893,0.501771904890683,0.0763044694283391,0.0187535423634588,0.00434780121854599,0.187735024338126,0.101385898206198,0.00361431493175677,"grpNo>35"
"No","Pill",268.964357,"25-35",0,0.0801451695698103,0.583400788677735,0.00971738422574706,0.0140352500312895,0.0143206744676582,0.182877354265941,0.11305412858106,0.00244925018075908,"grpNo25-35"
"No","IUD",0.547086,"<18",0,0,1,0,0,0,0,0,0,"grpNo<18"
"No","IUD",2.12281,"18-20",0.151443134336092,0,0,0,0,0,0,0.848556865663908,0,"grpNo18-20"
"No","IUD",10.114128,"20-25",0.547342390762703,0,0.316118305008598,0,0,0,0.0829818448016477,0.053557459427051,0,"grpNo20-25"
"No","IUD",16.336092,"25-35",0.386538041044333,0,0.311789012941406,0,0,0,0.301672946014261,0,0,"grpNo25-35"
"No","IUD",17.742835,">35",0.38368423084586,0,0.169001797063434,0.0887559400738383,0.151257507608001,0,0.0987041247917821,0.108596399617085,0,"grpNo>35"
"No","Injectable",15.967995,"<18",0.665769684922872,0,0,0,0,0,0.282121080323485,0.0521092347536432,0,"grpNo<18"
"No","Injectable",46.567744,"18-20",0.606373566217852,0,0,0.100200409107214,0,0.01723031719123,0.240923717498533,0.0352719899851708,0,"grpNo18-20"
"No","Injectable",139.164663,">35",0.404231266668608,0.0883300382080471,0,0.139161620360479,0.0347734755050569,0.0134904648890645,0.185630859466099,0.128047261537938,0.00633501336470739,"grpNo>35"
"No","Injectable",195.081913,"20-25",0.426916538387646,0.040463669228013,0,0.0521053379254078,0,0.0255571360939033,0.322550614930663,0.132406703434367,0,"grpNo20-25"
"No","Injectable",401.079897,"25-35",0.538661789374101,0.0796822135416076,0,0.0527502404340151,0.0202562857444835,0,0.250555796367924,0.0528748614892558,0.0052188130486131,"grpNo25-35"
"No","Condom",6.234235,">35",0.192904502316643,0,0.129807426251978,0,0,0,0.138871088433465,0.538416982997914,0,"grpNo>35"
"No","Condom",6.292595,"<18",0.936957487332333,0,0,0,0,0,0,0.0630425126676673,0,"grpNo<18"
"No","Condom",17.011184,"18-20",0.532098353647812,0,0.021410149934302,0,0,0,0,0.2846631369104,0.161828359507486,"grpNo18-20"
"No","Condom",29.001933,"25-35",0.217847375897324,0,0.266435171752173,0,0,0.0273722444638432,0.40810524595033,0.0557771787142602,0.0244627832220701,"grpNo25-35"
"No","Condom",34.148777,"20-25",0.23757720518073,0,0.471309499605213,0,0,0.0165539749783718,0.0608965878924449,0.170004126355682,0.0436586059875585,"grpNo20-25"
"No","Withdrawal",0.678195,"18-20",0,0,0,1,0,0,0,0,0,"grpNo18-20"
"No","Withdrawal",1.833672,">35",0,0,0,0.856652116627183,0,0,0.143347883372817,0,0,"grpNo>35"
"No","Withdrawal",2.027956,"25-35",0,0,0.568579890293478,0,0,0,0.431420109706522,0,0,"grpNo25-35"
"No","Withdrawal",2.823695,"<18",0,0,0.527706427216821,0.47229357278318,0,0,0,0,0,"grpNo<18"
"No","Withdrawal",5.052703,"20-25",0,0,0.45399422843575,0.0330334080590132,0,0,0.247646259833598,0.265326103671639,0,"grpNo20-25"
"No","Implant",1.043442,"<18",0,0,1,0,0,0,0,0,0,"grpNo<18"
"No","Implant",4.71799,"18-20",0.566487635624493,0,0.243538455995032,0,0,0,0,0.189973908380476,0,"grpNo18-20"
"No","Implant",25.784849,"20-25",0.57821812336384,0.0670790432009123,0.236209643888161,0.0526372289401423,0,0.0485278389646571,0,0.0173281216422869,0,"grpNo20-25"
"No","Implant",34.338459,">35",0.534371999628754,0.316197182873,0.117261755980372,0.0321690615178742,0,0,0,0,0,"grpNo>35"
"No","Implant",53.135591,"25-35",0.363618897171954,0.0398762855578288,0.264606429238738,0.0690366839055201,0,0.0101546249857276,0,0.168165570982357,0.0845415081578748,"grpNo25-35"
"No","Other.trad",4.371045,"<18",0,0,0.430934936611268,0.569065063388732,0,0,0,0,0,"grpNo<18"
"No","Other.trad",4.534629,"18-20",0.162936151998322,0,0.17876324612223,0.658300601879448,0,0,0,0,0,"grpNo18-20"
"No","Other.trad",18.34519,">35",0.128178666996635,0.0388371556794996,0.412514561037525,0.108262492784212,0.071847770451001,0.0175697825969641,0.222789570454163,0,0,"grpNo>35"
"No","Other.trad",25.812365,"20-25",0.0772140018940535,0.0452715200641243,0.694192802557999,0.12282745110725,0,0,0.060494224376573,0,0,"grpNo20-25"
"No","Other.trad",50.776987,"25-35",0.117521191243584,0.0387259882119433,0.576970823416521,0.0309823621476398,0.0630277058384736,0,0.172771929141837,0,0,"grpNo25-35"
"No","Other.mod",2.077116,"18-20",0,0,0.316706914779916,0.683293085220084,0,0,0,0,0,"grpNo18-20"
"No","Other.mod",2.093161,">35",0,0,1,0,0,0,0,0,0,"grpNo>35"
"No","Other.mod",2.974602,"20-25",0.655489036852661,0,0,0.344510963147339,0,0,0,0,0,"grpNo20-25"
"No","Other.mod",4.492163,"25-35",0,0,1,0,0,0,0,0,0,"grpNo25-35"
