postpartum,age_grp,From,n,None,Withdrawal,Other.trad,Condom,Pill,Injectable,Implant,IUD,F.sterilization,Other.mod
6,20-25,Implant,65.5673007859264,0,0,0,0,0,0,1,0,0,0
6,20-25,IUD,0.911051172384307,0,0,0,0,0,0,0,1,0,0
6,20-25,F.sterilization,0,0,0,0,0,0,0,0,0,1,0
6,20-25,Other.mod,2.89333864963487,0,0,0,0,0,0.330330026633235,0,0,0,0.669669973366765
6,25-35,None,727.912472926319,0.530903691604947,0,0.0128337446945971,0.0118913325474501,0.035538242445889,0.201235252129493,0.193178882834386,0.0144188537432382,0,0
6,25-35,Withdrawal,4.63241035499009,0,0.809412867941609,0,0,0,0.190587132058391,0,0,0,0
6,25-35,Other.trad,10.9137790384541,0,0,0.921420003187245,0,0,0.0785799968127553,0,0,0,0
6,25-35,Condom,13.5840473803958,0.0959625512013908,0,0,0.805194977175019,0,0.0703587529127866,0,0,0,0.0284837187108035
6,25-35,Pill,16.3723514510013,0,0,0,0,0.736106778654333,0.156850695887571,0.107042525458096,0,0,0
6,25-35,Injectable,80.7219039619132,0.0444698832786082,0,0,0,0,0.90780286960703,0.0350363089835146,0,0.0126909381308477,0
6,25-35,Implant,92.7722328235806,0.0062514649504057,0,0,0,0.0051821364192482,0.0140092274079869,0.974557171222359,0,0,0
6,25-35,IUD,11.1940510092495,0,0,0,0,0,0,0,1,0,0
6,25-35,F.sterilization,9.90340974029157,0.231834467334251,0,0,0,0,0,0,0,0.768165532665749,0
6,25-35,Other.mod,2.65716933754801,0,0,0,0,0,0,0,0,0,1
6,>35,None,213.146437632304,0.657172449379868,0,0.0115073903259851,0.0183995813113972,0.0638817736714209,0.131838336065334,0.106807204141625,0.00314269353219168,0.00473114200623824,0.0025194295659408
6,>35,Withdrawal,0,0,1,0,0,0,0,0,0,0,0
6,>35,Other.trad,0.781135738471966,0,0,1,0,0,0,0,0,0,0
6,>35,Condom,1.65598880012649,0.439083012639911,0,0,0.560916987360089,0,0,0,0,0,0
6,>35,Pill,2.13307971400551,0,0,0,0,1,0,0,0,0,0
6,>35,Injectable,14.9440506400651,0,0,0,0,0,1,0,0,0,0
6,>35,Implant,19.5658539868174,0.0391984307145107,0,0,0,0,0,0.960801569285489,0,0,0
6,>35,IUD,2.7347208804956,0,0,0,0,0,0,0,1,0,0
6,>35,F.sterilization,12.5301273369373,0,0,0,0,0,0,0,0,1,0
6,>35,Other.mod,2.10076884142422,0,0,0,0,0,0,0,0,0,1
No,<18,None,66732.3839569339,0.95779040462423,0.000319998696736297,0.00226979754353338,0.0239686823455538,0.00245658348660703,0.00501610541127207,0.00432728365581501,0.000159677198689835,0.000223076494176792,0.00346839054338657
No,<18,Withdrawal,20.3600092591495,0.568402976185549,0.0179198423853911,0.0037911812406022,0.0751761711562607,0.255183440725892,0.0295069025060325,0.00240292826238514,5.88476667773973E-05,8.05829981192337E-05,0.0474771268729895
No,<18,Other.trad,344.196463816634,0.11869028528838,6.57326008737577E-05,0.803373729219649,0.0471432381279429,0.0172921387684368,0.00206682875221608,0.000271037167495121,8.53620601452353E-06,1.1585792792551E-05,0.0110768880762006
No,<18,Condom,1648.44984004001,0.634706713068913,0.000617028206172394,0.0016131435555686,0.31710267346862,0.00782578939388222,0.0130758146427338,0.00203921963289605,5.84365617876198E-05,7.97662856030879E-05,0.0228814151838225
No,<18,Pill,363.679050237616,0.170415099831299,5.16408775684726E-05,0.000574172001846408,0.0161964344918103,0.705896797659844,0.0896159204615952,0.00376519027741281,1.31657739216636E-05,1.790092201839E-05,0.013453677702682
No,<18,Injectable,913.891398500952,0.179057255284523,4.3211305287561E-05,0.000711303385243847,0.00268573261478924,0.0168674169657828,0.73709315075651,0.0629341630600131,1.44639517672108E-05,1.96880719391229E-05,0.00057361460414508
No,<18,Implant,965.284097762944,0.113825701345603,2.72681747927429E-05,0.0144146998656463,0.00199474584642075,0.000578668316355385,0.0301928120105416,0.838591314090409,8.97997538542835E-06,1.22172393696147E-05,0.000353593135475707
No,<18,IUD,16.1595897943741,0.135184045252343,3.22428617586731E-05,0.000152096719365675,0.00187707268101299,0.00015958111051155,0.000333663152459231,0.000288308047608599,0.861672819859634,1.46370312598906E-05,0.000285533284047045
No,<18,F.sterilization,0,0,0,0,0,0,0,0,0,1,0
No,<18,Other.mod,204.1307995972,0.705180319309571,0.000324110235615336,0.0165794745144578,0.127874776379133,0.0253449391733661,0.0282191419534779,0.00317448327945992,7.11864528486325E-05,9.739452246653E-05,0.0931341741796037
No,18-20,None,15886.7754111898,0.839206406602457,0.00136891929896123,0.0132336836794569,0.0704646258827693,0.0131402097947329,0.0331188665553864,0.019924921056691,0.000324766643596366,0.000124659591776217,0.00909294089417111
No,18-20,Withdrawal,45.2156737452034,0.39171980841099,0.236234190655591,0.00719559030939164,0.326816751472409,0.0115075940309959,0.0137998347317063,0.00934638079989822,7.10563605181911E-05,2.76150703907507E-05,0.00328117815810828
No,18-20,Other.trad,566.742641427673,0.186664041826153,0.00816614996165285,0.6906871868511,0.0705506785072267,0.00352196351927996,0.0147422479303438,0.00373488610672838,3.07692798181093E-05,1.19695842171391E-05,0.021890106433482
No,18-20,Condom,1613.09331069871,0.429949252607561,0.00627800112105106,0.0162440120435357,0.464722014731319,0.0286260566813208,0.0279271557194958,0.0212847739964113,8.21286358191287E-05,3.18998916832822E-05,0.00485470457180084
No,18-20,Pill,464.012930553997,0.256725671760687,0.000478509030602194,0.00306793785241018,0.0338939462101294,0.570379300694906,0.0974343882882641,0.0262372351594351,4.52969730202778E-05,1.76081464373999E-05,0.0117201058841078
No,18-20,Injectable,2082.12356104506,0.239600913814421,0.000231858832325778,0.00471699223353125,0.0133733241622382,0.0188685819314846,0.623522531531947,0.0971368674420103,4.30374684141017E-05,1.67264292585495E-05,0.00248916615436953
No,18-20,Implant,2682.62557638608,0.120332579379153,0.00010606117077243,0.00101588551011395,0.00565085791691225,0.0245659646704654,0.0458032606701976,0.800484522908466,2.02631048281888E-05,7.88025215395097E-06,0.00201272441693959
No,18-20,IUD,10.9690624427155,0,0,0,0,0,0,0,1,0,0
No,18-20,F.sterilization,32.3635906570766,0.0611934243756829,4.53237209368907E-05,0.000436439328236455,0.00256629609927314,0.000431975759864096,0.00112309493377242,0.000624281503398073,1.03915888015471E-05,0.933187587364035,0.000381185325999513
No,18-20,Other.mod,209.009454087207,0.586920098516904,0.00792721387697872,0.0512730533223937,0.125176733801748,0.0302913423579182,0.0183048143677169,0.0228090592743965,0.000126551922521551,4.90918274264497E-05,0.157122040731996
No,20-25,None,24554.2639398745,0.765798814643881,0.00544128359423358,0.0157059338715909,0.0507166053871181,0.0160636077316192,0.0809020476873307,0.042717086532556,0.00263959442854821,0.000250838634370733,0.0197641874887511
No,20-25,Withdrawal,263.956063822005,0.447456900641344,0.172873259525427,0.147554402078593,0.0281621653059718,0.0091387759356585,0.0755123644080566,0.0964830517769311,0.000881216979570516,8.11883129098174E-05,0.0218566750355378
No,20-25,Other.trad,1617.88675955151,0.174765496711948,0.012519987678584,0.607154499497375,0.0683927399630666,0.0150867538100904,0.0647851794872577,0.0299827284879117,0.000418120254800968,2.44227592410863E-05,0.0268700713497243
No,20-25,Condom,2693.7774758761,0.33111301831986,0.0110361702702984,0.0225179054584932,0.50458632003231,0.0151608540310269,0.0625194813060328,0.034360189569546,0.00186942993115009,5.22011270540737E-05,0.0167844299542286
No,20-25,Pill,1801.43470532153,0.228472916356872,0.00685624008683605,0.0112344563875437,0.0189149910566993,0.564512382957544,0.101064172856182,0.0465228313881427,0.0115446678503704,3.46183733299718E-05,0.0108427226864801
No,20-25,Injectable,11168.1360414065,0.196243885445526,0.00189649527317611,0.00626681773163925,0.00986042600306188,0.026276760615761,0.687900136755812,0.0656344008754703,0.000514538753653324,2.95138519600625E-05,0.00537702469393938
No,20-25,Implant,12258.585601316,0.134557861394549,0.00125691250568922,0.00277531702649797,0.00837788676394739,0.0106863561796841,0.0481256786968201,0.790597337892767,0.000641087767152926,1.96856123048444E-05,0.00296187616058659
No,20-25,IUD,480.886376535157,0.118439175662961,0.000465342910548814,0.001085367645491,0.00380903109911682,0.00143961697415294,0.0207919193002445,0.0220861222484934,0.829990725907332,1.73896999692079E-05,0.00187530855169011
No,20-25,F.sterilization,52.915087212352,0.176495841489414,0.000671377581148232,0.00156027742369512,0.00565384094209163,0.00166063822728383,0.0084853621558574,0.00428397791108714,0.000268487214829449,0.798145864491829,0.00277433256276447
No,20-25,Other.mod,661.288065099259,0.508494055704743,0.00851382629509218,0.0829386334267567,0.0963601124582351,0.0422164480295808,0.120006648891921,0.039978970690785,0.00150266523242894,9.85048307448977E-05,0.0998901344397126
No,25-35,None,36119.3432545858,0.78645700709004,0.0028055954352655,0.00967137445821348,0.0245432240697031,0.0208926401327781,0.0863640578375916,0.0506426739729459,0.00571756780952582,0.00160009611588693,0.0113057630780482
No,25-35,Withdrawal,749.78673843549,0.194109844426955,0.50820592874237,0.00848944840292114,0.0392471473715031,0.0435084509034324,0.0802263570823377,0.113855860432019,0.00110826763152893,0.00024287371908737,0.0110058212878453
No,25-35,Other.trad,2281.67707929995,0.125527854970013,0.00188644393149678,0.669412746622206,0.0286506806747752,0.0361940481099956,0.078748833425617,0.0313268582191875,0.0108072714250012,0.00021430072720482,0.0172309618945027
No,25-35,Condom,2167.91887472665,0.377174485502303,0.0168829006698332,0.0176543471717286,0.462004725094713,0.0311827734892492,0.0451069620637802,0.0170733480498995,0.00298288311884982,0.000541288720564393,0.0293962861190793
No,25-35,Pill,5806.92736898155,0.175867950062892,0.00242575399924972,0.00805745372683233,0.0101597090960934,0.648820783940014,0.0880990834120806,0.0520285137186118,0.0075657165719184,0.000201549554054813,0.006773485918252
No,25-35,Injectable,26142.2851643275,0.173183239957581,0.00220437957895275,0.00810988288654424,0.00871492971145614,0.0257213744432328,0.720002239474735,0.0564982915279318,0.00203897046086808,0.000431361155925449,0.00309533080277119
No,25-35,Implant,26478.9874902469,0.100826427989587,0.00185578025196153,0.00249547639443884,0.00212558555715962,0.00753091005646658,0.038260792561328,0.841832786567063,0.00255690535554356,0.000101423712220362,0.00241391155423302
No,25-35,IUD,2459.56126460448,0.0851862426252996,0.00339281158257132,0.00588928087830223,0.00154433017028706,0.0139984538908644,0.00973102316020208,0.0227189348784481,0.856672729290837,7.45104972520863E-05,0.000791683025935634
No,25-35,F.sterilization,1245.2982796421,0.0303673680802012,5.15551830954536E-05,0.000260493759192068,0.000872204144298433,0.000381358891662012,0.00185586330186023,0.000951123599306033,9.40207243581015E-05,0.961013124791242,0.00415288752478412
No,25-35,Other.mod,833.923644982878,0.384695736694564,0.00256863095257189,0.027645584554023,0.102478551188348,0.0152955266849761,0.121926300242167,0.0486351732240225,0.00188955341956464,0.0062767068142023,0.28858823622556
No,>35,None,46258.1823108687,0.908194168017691,0.0012405325655504,0.00243996648210603,0.0207314901294732,0.0115609180988726,0.0343248892934127,0.0139926146547374,0.000664392696325096,0.00195378142786718,0.00489724663396559
No,>35,Withdrawal,355.708586922546,0.133403280712707,0.775033628077132,0.000422694242133833,0.0250481029877818,0.00149471198785446,0.0365915415229577,0.026995886974729,0.000150971020654959,0.000174823445540904,0.000684359028508351
No,>35,Other.trad,2761.38393736168,0.0334024160163422,0.00261660998391478,0.928372814142545,0.00487384604252512,0.00557042119008285,0.0204064567599872,0.0010934765261257,0.00110753224107788,4.79832702663616E-05,0.00250844382713221
No,>35,Condom,2544.54456847073,0.251872795058598,0.00983369609393799,0.000590973768186007,0.686422714023069,0.00641444137088238,0.00785032142026255,0.021774570360572,0.000122961377488664,0.000268314761589171,0.0148492117654126
No,>35,Pill,3973.30912151108,0.155297084849711,0.000227392709505124,0.0138484012465277,0.00387762822091929,0.703735028985088,0.0655533674603577,0.0487199446640834,0.00555171393316825,0.000238056903864055,0.0029513810267757
No,>35,Injectable,15946.5309601212,0.126854493369323,0.00130371123331831,0.0111154027197643,0.00474654914859746,0.021843116785955,0.77481287352504,0.0498875722717701,0.00441633163806883,0.00170299100768798,0.00331695830047517
No,>35,Implant,14412.7752067025,0.0765219467251481,0.00220893393028439,0.00436914390024491,0.00329954709847629,0.0147535040302067,0.0388833917453604,0.853595744110966,0.00194732676142162,0.0012292033658788,0.00319125833201221
No,>35,IUD,2507.66232719934,0.0605058428227061,5.25556968074127E-05,0.00132959487598169,0.00073728896809107,0.000624091079373132,0.0126365229461728,0.00634961178909078,0.91430177887762,7.0856651239885E-05,0.00339185629291627
No,>35,F.sterilization,4976.68816244032,0.00606934464660044,6.70383558711417E-06,1.25857341813265E-05,6.87137215671497E-05,5.59905109848647E-05,0.000158321152968142,0.00273602755660192,4.43880843622135E-06,0.990867759284969,2.01147481043055E-05
No,>35,Other.mod,781.408936631552,0.225602337760278,0.000439548261456718,0.0197770095119546,0.0235713422543248,0.0380139940346093,0.071072144247271,0.0688891387256877,0.000446784162012657,0.000334120527850715,0.551853580514553
