"postpartum","From","n","age_grp","None","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
"No","Condom",3002.855808,"<18",0.033774277715835,0.00196342894130733,0,0,0.964130185434465,0,0,0,0.000132107908392783,0,"grpNo<18"
"No","Condom",3208.050593,">35",0.00736801191713625,0.000374873140287785,0,0.000252255996761956,0.990688678643292,0,0,0.000269869497036327,0.00104631080548548,0,"grpNo>35"
"No","Condom",5623.124132,"20-25",0.0200537980938885,0.00144278710722938,0,0.00286222438313407,0.973873282973793,0,0.000100530948051282,0.000369820041525628,0.00103242127751769,0.000265135174860479,"grpNo20-25"
"No","Condom",6472.15631,"25-35",0.0113469870754713,0.000976180842579187,0,0.00119390426156132,0.984171981934101,0,0.000122655875720035,0.00182873225445941,0.000249939266377205,0.000109618489730202,"grpNo25-35"
"No","F.sterilization",10.433052,"<18",0,0,0,0,0,1,0,0,0,0,"grpNo<18"
"No","F.sterilization",15.888966,"18-20",0.0345590770349688,0,0,0,0,0.965440922965031,0,0,0,0,"grpNo18-20"
"No","F.sterilization",96.762004,"20-25",0,0,0,0,0,1,0,0,0,0,"grpNo20-25"
"No","F.sterilization",3940.069464,"25-35",0,0,0,0,0,1,0,0,0,0,"grpNo25-35"
"No","F.sterilization",10552.438035,">35",0.000189559322060497,0,0,0,0,0.99981044067794,0,0,0,0,"grpNo>35"
"No","Withdrawal",197.305022,"<18",0.00640076966718059,0,0,0.00755217472366213,0.00675914371809553,0,0.979287911891062,0,0,0,"grpNo<18"
"No","Withdrawal",235.967168,"18-20",0.0118290269941283,0,0,0,0.00287410746905264,0,0.985296865536819,0,0,0,"grpNo18-20"
"No","Withdrawal",306.555947,"20-25",0.0160437663928275,0,0,0.00748280378328462,0.000544461791178365,0,0.967474077415304,0.00408174433490928,0.0043731462824957,0,"grpNo20-25"
"No","Withdrawal",629.242396,">35",0.00473384186910381,0,0,0,0.00249636548647304,0,0.992352063321557,0.000417729322866541,0,0,"grpNo>35"
"No","Withdrawal",1130.857337,"25-35",0.012717620984936,0,0,0.00101962905688784,0,0,0.985489088266843,0.000773661691333219,0,0,"grpNo25-35"
"No","Implant",497.237729,"<18",0.00816087509723141,0,0,0.00209847712501317,0,0,0,0.989740647777755,0,0,"grpNo<18"
"No","Implant",962.357909,"18-20",0.0178097450436187,0.00277722349970316,0,0.00119395496130328,0,0,0,0.977287723418087,0.000931353077288421,0,"grpNo18-20"
"No","Implant",6059.300334,"20-25",0.00943484574930463,0.0024605591698997,0.000285449293591658,0.00100517050884971,0.000223993353223346,0,0.000206506185702463,0.986309737357871,7.37383815575034e-05,0,"grpNo20-25"
"No","Implant",6155.519343,">35",0.00302097369268229,0.00298098502782984,0.00176390055736683,0.000654142693025406,0.000179454557519372,0,0,0.991400543471576,0,0,"grpNo>35"
"No","Implant",15798.597491,"25-35",0.00707351156098898,0.00122296330487606,0.000134116335403003,0.000889953618225262,0.000232191813361264,0,3.41531582349242e-05,0.989563177801452,0.000565593053756217,0.000284339353702698,"grpNo25-35"
"No","Other.trad",1328.373276,"18-20",0.0117985375670867,0.000556210376517692,0,0.000610238864817392,0.00224722151065014,0,0,0,0.984787791680928,0,"grpNo18-20"
"No","Other.trad",1340.157167,"<18",0.00756467319627445,0,0,0.00140553365409865,0.00185605767834542,0,0,0,0.989173735471281,0,"grpNo<18"
"No","Other.trad",5045.759363,"20-25",0.0083670799502612,0.000395000208415607,0.000231593485921853,0.00355125100324766,0.000628342885958591,0,0,0.000309467592023968,0.986517264874171,0,"grpNo20-25"
"No","Other.trad",7961.709604,">35",0.00337928715542235,0.000295346366164701,8.94876898853544e-05,0.000950506659549348,0.000249455970989218,0.000165549996867231,4.04838930370011e-05,0.000513346655842184,0.994316535612243,0,"grpNo>35"
"No","Other.trad",8020.673039,"25-35",0.00934014747088358,0.000743998910189213,0.000245165086575473,0.0036526660365715,0.000196142018550122,0.000399013522236659,0,0.00109377828485747,0.984329088670136,0,"grpNo25-35"
"No","Other.mod",22.271113,"<18",0.0356447385453973,0,0,0,0,0,0,0,0,0.964355261454603,"grpNo<18"
"No","Other.mod",29.166465,"18-20",0.0191791497529783,0,0,0.0225545673772944,0.0486613307440583,0,0,0,0,0.909604952125669,"grpNo18-20"
"No","Other.mod",148.367538,">35",0.0114750640399519,0,0,0.0141079445559041,0,0,0,0,0,0.974416991404144,"grpNo>35"
"No","Other.mod",155.302841,"25-35",0.00512886303219656,0,0,0.0289251823796321,0,0,0,0,0,0.965945954588171,"grpNo25-35"
"No","Other.mod",209.980043,"20-25",0.0215822224591125,0.00928573483528623,0,0,0.00488038284666891,0,0,0,0,0.964251659858932,"grpNo20-25"
