"postpartum","age_grp","From","n","None","Withdrawal","Other.trad","Condom","Pill","Injectable","Implant","IUD","F.sterilization","Other.mod"
"No","20-25","Implant",6059.300334,0.101729028964143,0.00197306857030565,0.00161460480567511,0.00350657779481607,0.0241521258100571,0.0149921440338383,0.848819909536043,0.00313768773011065,2.20704597706941e-05,5.27822952415642e-05
"No","20-25","IUD",1576.331882,0.0905554273153605,6.82837137633562e-05,0.00437485333095594,0.00127881153085023,0.0337879409937765,0.0244716015872438,0.006813487793668,0.838582471802103,1.94430272789202e-05,4.76789049994698e-05
"No","20-25","F.sterilization",96.762004,0,0,0,0,0,0,0,0,1,0
"No","20-25","Other.mod",209.980043,0.211996390410121,0.000137400003762943,0.00211043878120522,0.0444750113963719,0.0787716454142392,0.012802406224595,0.00286938087718348,0.000533884351963371,4.77300326072024e-05,0.64625571250795
"No","25-35","None",67110.921121,0.857029018443979,0.000590963460524179,0.00713424501406148,0.0136746173374924,0.0220428864049576,0.0697900505619712,0.022939352576831,0.00526391792958101,0.00126125185805479,0.000273696412548061
"No","25-35","Withdrawal",1130.857337,0.132114905371706,0.839158404161553,0.000544476301807432,0.00100094953828855,0.0018217167035715,0.0150618748518968,0.00977366865018118,0.000398588036896206,9.29004189867341e-05,3.25159651145116e-05
"No","25-35","Other.trad",8020.673039,0.0999192320689724,4.22720009689778e-05,0.827887815294883,0.00279628040273246,0.00899203710100029,0.0397763569125324,0.0130421980765099,0.00300554646528188,0.00449781212382317,4.04495532966312e-05
"No","25-35","Condom",6472.15631,0.118845474293339,0.00129454709766162,0.00312826090561637,0.826685096065212,0.0109499760069027,0.0168405225316528,0.0206707829964501,0.000436360277761587,0.000102179557389599,0.00104680026801242
"No","25-35","Pill",20773.233098,0.155773509806488,0.00180982877726583,0.0145831916089,0.00253218282861517,0.711215927344906,0.0751283731449025,0.0257136112330229,0.0108375350621524,0.00206505789449119,0.00034078229925626
"No","25-35","Injectable",57956.447062,0.150590902730809,8.98274447845155e-05,0.00449298626285918,0.00472517504630364,0.0358559741806415,0.776177076677016,0.0198210597355396,0.00623306117705176,0.00164003006731379,0.000373906677681672
"No","25-35","Implant",15798.597491,0.0769829533494818,0.00039482264568636,0.00628205977323434,0.00299930729539151,0.0129808511047399,0.0128887051166987,0.88293863490821,0.0017623139801341,8.30032513410247e-05,0.00268734857508354
"No","25-35","IUD",5366.155718,0.0651009624483804,3.39178072024136e-05,0.000387250503246641,0.000508670458228178,0.0125137736099908,0.0125694458362095,0.0109210383497069,0.897875869932384,6.16209571859344e-05,2.74500974661647e-05
"No","25-35","F.sterilization",3940.069464,0,0,0,0,0,0,0,0,1,0
"No","25-35","Other.mod",155.302841,0.0701992824358092,2.38521341510511e-05,0.000822787176931779,0.00102137118719411,0.00613203887297071,0.257125207659065,0.00346946850783177,0.00104264190947284,0.000267345931779089,0.659896004184794
"No",">35","None",51991.656344,0.932017221906926,0.000267520792410551,0.00528568429209255,0.00471914014785087,0.0131440264086544,0.0260201199930979,0.01165515618577,0.00250828373404295,0.00437486327604209,7.98326311268998e-06
"No",">35","Withdrawal",629.242396,0.0539148946925304,0.911995393190682,0.000297626241400729,0.0274066006028518,0.000479441872736127,0.000751974107929312,0.00493077908554914,0.000109386591135655,0.000113749829059113,1.53786125679371e-07
"No",">35","Other.trad",7961.709604,0.0389056372932142,0.00046203078387941,0.934073342167965,0.00292245663441239,0.00360822158924077,0.0108109042196502,0.0060227749747871,0.00116699397197497,0.00202474539692937,2.89296794703078e-06
"No",">35","Condom",3208.050593,0.0818615411093364,1.55218236942257e-05,0.0118055524462606,0.894051538882763,0.00450982363111708,0.00389916112689211,0.00349662844574943,0.000165773067558719,0.00019288952131902,1.56994530900165e-06
"No",">35","Pill",11847.060829,0.08464207177196,0.000505565147614867,0.011538866558136,0.00863214813013327,0.805885824002185,0.0530560572889894,0.0209456132500008,0.0120390020943351,0.00239261728518895,0.00036223447145691
"No",">35","Injectable",22175.059276,0.0929881640703994,0.000918641525854055,0.00908049997525202,0.00955505296852738,0.0262832951555382,0.838586295190311,0.0131621466045402,0.00637081332553386,0.00266811392998978,0.000386977254053849
"No",">35","Implant",6155.519343,0.0354636246898308,1.59971297656297e-05,0.000360193806286945,0.00223756110627489,0.0313591748275331,0.00830508957735266,0.902176805608454,0.019899491537824,0.000174216981701197,7.84473497716467e-06
"No",">35","IUD",5370.108334,0.0203030693072808,9.84668995082551e-06,0.00423776523180966,0.00339699819385669,0.0136943127723948,0.00668967650512352,0.00394775055947892,0.941818867839244,0.00589768382975166,4.02907110829617e-06
"No",">35","F.sterilization",10552.438035,0.0021996284376204,2.79999299501262e-07,5.55255219041761e-06,4.99347855707576e-06,1.41736938150994e-05,2.81646587674092e-05,1.23907617073137e-05,2.55890798776232e-06,0.997732252228204,5.2818524692832e-09
"No",">35","Other.mod",148.367538,0.122709185443844,8.36713540578099e-05,0.000971804744274196,0.000983816051123189,0.00277063450535228,0.137030827395168,0.00165017368193463,0.000604615832553603,0.000444837375845024,0.732750433615846
