"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
0,"Injectable",14.565978,"25-35",0.50948909850063,0,0,0.0414924421827357,0,0,0.339944561223421,0.109073898093214,0,"grp025-35"
0,"Condom",4.105294,"25-35",0.327042837857654,0,0.185149467979638,0,0,0,0.408357598749322,0.0794500954133857,0,"grp025-35"
0,"Condom",4.366178,">35",0.299066826867801,0,0,0,0,0,0.700933173132199,0,0,"grp0>35"
0,"Condom",4.739612,"18-20",0.371010327427646,0,0.282510256113792,0,0,0,0.187786679584742,0.15869273687382,0,"grp018-20"
0,"Condom",6.668438,"<18",0,0,0.0484380300154249,0,0,0.4139146228847,0.435491489911131,0.102155857188745,0,"grp0<18"
0,"Condom",8.860547,"20-25",0.110040158920211,0,0.330806890364669,0,0,0,0.55915295071512,0,0,"grp020-25"
0,"Withdrawal",0.968431,"<18",0,0,0,1,0,0,0,0,0,"grp0<18"
0,"Withdrawal",4.584928,"20-25",0,0,0,1,0,0,0,0,0,"grp020-25"
0,"Withdrawal",8.465555,"25-35",0,0,0.495081539249346,0.412443720464872,0,0,0.0924747402857816,0,0,"grp025-35"
0,"Implant",1.80527,"25-35",0.220819600392185,0,0.779180399607815,0,0,0,0,0,0,"grp025-35"
0,"Implant",5.04367,">35",0.195463224199839,0,0.606780181891361,0,0,0,0,0.197756593908801,0,"grp0>35"
0,"Implant",13.132986,"20-25",0.705080398319164,0,0.129905948274064,0.0435632840848228,0,0,0,0,0.12145036932195,"grp020-25"
0,"Other.trad",0.677608,"18-20",0,0,0,1,0,0,0,0,0,"grp018-20"
0,"Other.trad",1.073211,"<18",0,0,0.61855963086476,0,0,0,0.38144036913524,0,0,"grp0<18"
0,"Other.trad",1.658296,"20-25",0.57983074191821,0,0.42016925808179,0,0,0,0,0,0,"grp020-25"
0,"Other.trad",3.490205,"25-35",0,0,0,0,0,0.183548244300836,0.816451755699164,0,0,"grp025-35"
0,"Other.trad",4.919236,">35",0.185490592441591,0,0.078561386361622,0.265443455040579,0,0,0.470504566156208,0,0,"grp0>35"
0,"Other.mod",0.975016,"18-20",0,0,0,1,0,0,0,0,0,"grp018-20"
0,"Other.mod",1.76504,"<18",0,0,0,0.61771914517518,0,0,0,0.38228085482482,0,"grp0<18"
0,"Other.mod",4.19114,"25-35",0,0,0,1,0,0,0,0,0,"grp025-35"
0,"Other.mod",8.328612,"20-25",0,0,0,1,0,0,0,0,0,"grp020-25"
1,"Birth",30.362979,"18-20",0.126689446381398,0,0.115502928747538,0.166811135363233,0,0,0.30138294401218,0.270741681835633,0.0188718636600183,"grp118-20"
1,"Birth",30.668188,"<18",0.0783507652946434,0,0.0630660344197708,0.188705964630189,0,0,0.278795147597243,0.140236879987823,0.25084520807033,"grp1<18"
1,"Birth",62.140271,">35",0.106392809262129,0.0267601182492429,0.129916861804481,0.108701650174651,0.0205378730968199,0.111310747260822,0.204238874336419,0.236412229357674,0.0557288364577618,"grp1>35"
1,"Birth",85.362196,"20-25",0.199464198414014,0,0.103847117522609,0.0485116620008229,0,0.0588871096990054,0.233233245311543,0.306958351914939,0.0490983151370661,"grp120-25"
1,"Birth",136.765283,"25-35",0.296569393272122,0.0072083497973678,0.132751452720644,0.0771796231357924,0,0.0245079813127722,0.243961941715867,0.165685768368571,0.0521354896768648,"grp125-35"
6,"None",66.925036,"<18",0.206342496401496,0,0.21403254829777,0.0887002137735122,0,0.00522139427762131,0.301099950099392,0.166096033179571,0.0185073639706372,"grp6<18"
6,"None",81.800149,"18-20",0.182306159368976,0,0.188529534341068,0.0788869345458038,0,0.0426840909544064,0.394863302755108,0.0835261070245727,0.0292038710100638,"grp618-20"
6,"None",98.074057,">35",0.220799594331047,0.0485903932780103,0.156343965662601,0.0389194259599152,0,0,0.327332966352152,0.1737280124957,0.0342856419205744,"grp6>35"
6,"None",244.271242,"20-25",0.22786111678263,0.00923650685003682,0.248774204865262,0.0813138576500954,0,0.0100122633347073,0.246774739041938,0.153515991866124,0.0225113196092072,"grp620-25"
6,"None",421.295906,"25-35",0.267153208462462,0.00810277752853359,0.24800181656643,0.0835594875208685,0,0.0403657684724807,0.202003292194346,0.12075677991516,0.0300568693397177,"grp625-35"
