Year,Region,Method,Perc,Freq
2000,Somali,Sterilization,0.2,0.002
2000,Somali,Withdrawal,0,0
2000,Tigray,Condoms,0.5,0.005
2000,Tigray,Implants,0,0
2000,Tigray,Injectables,4.3,0.043
2000,Tigray,IUDs,0,0
2000,Tigray,Other modern,0,0
2000,Tigray,Other traditional,0.5,0.005
2000,Tigray,Pills,1.5,0.015
2000,Tigray,Sterilization,0.1,0.001
2000,Tigray,Withdrawal,0.1,0.001
2001,Addis Ababa,Condoms,2.58,0.0258
2001,Addis Ababa,Implants,0.38,0.0038
2001,Addis Ababa,Injectables,5.36,0.0536
2001,Addis Ababa,IUDs,1.26,0.0126
2001,Addis Ababa,Other modern,0.08,8.00E-04
2001,Addis Ababa,Other traditional,4.48,0.0448
2001,Addis Ababa,Pills,4.88,0.0488
2001,Addis Ababa,Sterilization,1.2,0.012
2001,Addis Ababa,Withdrawal,0.62,0.0062
2001,Afar,Condoms,0.48,0.0048
2001,Afar,Implants,0,0
2001,Afar,Injectables,2.08,0.0208
2001,Afar,IUDs,0,0
2001,Afar,Other modern,0,0
2001,Afar,Other traditional,0.36,0.0036
2001,Afar,Pills,3.32,0.0332
2001,Afar,Sterilization,0.4,0.004
2001,Afar,Withdrawal,0,0
2001,Amhara,Condoms,0.1,0.001
2001,Amhara,Implants,0.02,2.00E-04
2001,Amhara,Injectables,3.74,0.0374
2001,Amhara,IUDs,0.02,2.00E-04
2001,Amhara,Other modern,0,0
2001,Amhara,Other traditional,0.52,0.0052
2001,Amhara,Pills,2.58,0.0258
2001,Amhara,Sterilization,0.1,0.001
2001,Amhara,Withdrawal,0.02,2.00E-04
2001,Benishangul-Gumuz,Condoms,0.24,0.0024
2001,Benishangul-Gumuz,Implants,0,0
2001,Benishangul-Gumuz,Injectables,4.64,0.0464
2001,Benishangul-Gumuz,IUDs,0,0
2001,Benishangul-Gumuz,Other modern,0.02,2.00E-04
2001,Benishangul-Gumuz,Other traditional,0.34,0.0034
2001,Benishangul-Gumuz,Pills,1.48,0.0148
2001,Benishangul-Gumuz,Sterilization,0.36,0.0036
2001,Benishangul-Gumuz,Withdrawal,0.1,0.001
2001,Dire Dawa,Condoms,1.82,0.0182
2001,Dire Dawa,Implants,0.5,0.005
2001,Dire Dawa,Injectables,7.08,0.0708
2001,Dire Dawa,IUDs,0.86,0.0086
2001,Dire Dawa,Other modern,0,0
2001,Dire Dawa,Other traditional,3.04,0.0304
2001,Dire Dawa,Pills,5,0.05
2001,Dire Dawa,Sterilization,0.1,0.001
2001,Dire Dawa,Withdrawal,0.18,0.0018
2001,Gambela,Condoms,0.26,0.0026
2001,Gambela,Implants,0,0
2001,Gambela,Injectables,4.68,0.0468
2001,Gambela,IUDs,0,0
2001,Gambela,Other modern,0,0
2001,Gambela,Other traditional,0.76,0.0076
2001,Gambela,Pills,5.22,0.0522
2001,Gambela,Sterilization,0.24,0.0024
2001,Gambela,Withdrawal,0,0
2001,Harari,Condoms,1.74,0.0174
2001,Harari,Implants,0.4,0.004
2001,Harari,Injectables,5.66,0.0566
2001,Harari,IUDs,0.5,0.005
2001,Harari,Other modern,0.08,8.00E-04
2001,Harari,Other traditional,2.12,0.0212
2001,Harari,Pills,4.68,0.0468
2001,Harari,Sterilization,0.34,0.0034
2001,Harari,Withdrawal,0.26,0.0026
2001,Oromia,Condoms,0.28,0.0028
2001,Oromia,Implants,0,0
2001,Oromia,Injectables,2.08,0.0208
2001,Oromia,IUDs,0.02,2.00E-04
2001,Oromia,Other modern,0.04,4.00E-04
2001,Oromia,Other traditional,1.12,0.0112
2001,Oromia,Pills,1.5,0.015
2001,Oromia,Sterilization,0.2,0.002
2001,Oromia,Withdrawal,0.2,0.002
2001,SNNPR,Condoms,0.36,0.0036
2001,SNNPR,Implants,0.04,4.00E-04
2001,SNNPR,Injectables,2.82,0.0282
2001,SNNPR,IUDs,0,0
2001,SNNPR,Other modern,0.02,2.00E-04
2001,SNNPR,Other traditional,0.6,0.006
2001,SNNPR,Pills,1.22,0.0122
2001,SNNPR,Sterilization,0.08,8.00E-04
2001,SNNPR,Withdrawal,0.18,0.0018
2001,Somali,Condoms,0.48,0.0048
2001,Somali,Implants,0,0
2001,Somali,Injectables,0.72,0.0072
2001,Somali,IUDs,0,0
2001,Somali,Other modern,0,0
2001,Somali,Other traditional,0.46,0.0046
2001,Somali,Pills,1.36,0.0136
2001,Somali,Sterilization,0.16,0.0016
2001,Somali,Withdrawal,0,0
2001,Tigray,Condoms,0.42,0.0042
2001,Tigray,Implants,0.02,2.00E-04
2001,Tigray,Injectables,5.22,0.0522
2001,Tigray,IUDs,0,0
2001,Tigray,Other modern,0,0
2001,Tigray,Other traditional,0.44,0.0044
2001,Tigray,Pills,1.58,0.0158
2001,Tigray,Sterilization,0.08,8.00E-04
2001,Tigray,Withdrawal,0.08,8.00E-04
2002,Addis Ababa,Condoms,2.46,0.0246
2002,Addis Ababa,Implants,0.46,0.0046
2002,Addis Ababa,Injectables,5.92,0.0592
2002,Addis Ababa,IUDs,1.22,0.0122
2002,Addis Ababa,Other modern,0.16,0.0016
2002,Addis Ababa,Other traditional,4.26,0.0426
2002,Addis Ababa,Pills,4.56,0.0456
2002,Addis Ababa,Sterilization,1.1,0.011
2002,Addis Ababa,Withdrawal,0.64,0.0064
2002,Afar,Condoms,0.66,0.0066
2002,Afar,Implants,0,0
2002,Afar,Injectables,2.46,0.0246
2002,Afar,IUDs,0,0
2002,Afar,Other modern,0,0
2002,Afar,Other traditional,0.42,0.0042
2002,Afar,Pills,2.74,0.0274
2002,Afar,Sterilization,0.3,0.003
2002,Afar,Withdrawal,0,0
2002,Amhara,Condoms,0.1,0.001
2002,Amhara,Implants,0.04,4.00E-04
2002,Amhara,Injectables,4.88,0.0488
2002,Amhara,IUDs,0.04,4.00E-04
2002,Amhara,Other modern,0,0
2002,Amhara,Other traditional,0.44,0.0044
2002,Amhara,Pills,2.56,0.0256
2002,Amhara,Sterilization,0.1,0.001
2002,Amhara,Withdrawal,0.04,4.00E-04
2002,Benishangul-Gumuz,Condoms,0.28,0.0028
2002,Benishangul-Gumuz,Implants,0,0
2002,Benishangul-Gumuz,Injectables,5.18,0.0518
2002,Benishangul-Gumuz,IUDs,0,0
2002,Benishangul-Gumuz,Other modern,0.04,4.00E-04
2002,Benishangul-Gumuz,Other traditional,0.38,0.0038
2002,Benishangul-Gumuz,Pills,1.36,0.0136
2002,Benishangul-Gumuz,Sterilization,0.32,0.0032
2002,Benishangul-Gumuz,Withdrawal,0.1,0.001
2002,Dire Dawa,Condoms,1.74,0.0174
2002,Dire Dawa,Implants,0.5,0.005
2002,Dire Dawa,Injectables,8.46,0.0846
2002,Dire Dawa,IUDs,0.72,0.0072
2002,Dire Dawa,Other modern,0,0
2002,Dire Dawa,Other traditional,2.58,0.0258
2002,Dire Dawa,Pills,4.7,0.047
2002,Dire Dawa,Sterilization,0.1,0.001
2002,Dire Dawa,Withdrawal,0.16,0.0016
2002,Gambela,Condoms,0.32,0.0032
2002,Gambela,Implants,0,0
2002,Gambela,Injectables,5.86,0.0586
2002,Gambela,IUDs,0,0
2002,Gambela,Other modern,0,0
2002,Gambela,Other traditional,0.62,0.0062
2002,Gambela,Pills,4.44,0.0444
2002,Gambela,Sterilization,0.18,0.0018
2002,Gambela,Withdrawal,0,0
2002,Harari,Condoms,1.58,0.0158
2002,Harari,Implants,0.3,0.003
2002,Harari,Injectables,7.22,0.0722
2002,Harari,IUDs,0.6,0.006
2002,Harari,Other modern,0.16,0.0016
2002,Harari,Other traditional,2.24,0.0224
2002,Harari,Pills,4.36,0.0436
2002,Harari,Sterilization,0.28,0.0028
2002,Harari,Withdrawal,0.22,0.0022
2002,Oromia,Condoms,0.26,0.0026
2002,Oromia,Implants,0,0
2002,Oromia,Injectables,3.06,0.0306
2002,Oromia,IUDs,0.04,4.00E-04
2002,Oromia,Other modern,0.08,8.00E-04
2002,Oromia,Other traditional,0.94,0.0094
2002,Oromia,Pills,1.7,0.017
2002,Oromia,Sterilization,0.2,0.002
2002,Oromia,Withdrawal,0.2,0.002
2002,SNNPR,Condoms,0.32,0.0032
2002,SNNPR,Implants,0.08,8.00E-04
2002,SNNPR,Injectables,3.64,0.0364
2002,SNNPR,IUDs,0,0
2002,SNNPR,Other modern,0.04,4.00E-04
2002,SNNPR,Other traditional,0.5,0.005
2002,SNNPR,Pills,1.24,0.0124
2002,SNNPR,Sterilization,0.06,6.00E-04
2002,SNNPR,Withdrawal,0.16,0.0016
2002,Somali,Condoms,0.36,0.0036
2002,Somali,Implants,0,0
2002,Somali,Injectables,1.04,0.0104
2002,Somali,IUDs,0,0
2002,Somali,Other modern,0,0
2002,Somali,Other traditional,0.42,0.0042
2002,Somali,Pills,1.02,0.0102
2002,Somali,Sterilization,0.12,0.0012
2002,Somali,Withdrawal,0,0
2002,Tigray,Condoms,0.34,0.0034
2002,Tigray,Implants,0.04,4.00E-04
2002,Tigray,Injectables,6.14,0.0614
2002,Tigray,IUDs,0,0
2002,Tigray,Other modern,0,0
2002,Tigray,Other traditional,0.38,0.0038
2002,Tigray,Pills,1.66,0.0166
2002,Tigray,Sterilization,0.06,6.00E-04
2002,Tigray,Withdrawal,0.06,6.00E-04
2003,Addis Ababa,Condoms,2.34,0.0234
2003,Addis Ababa,Implants,0.54,0.0054
2003,Addis Ababa,Injectables,6.48,0.0648
2003,Addis Ababa,IUDs,1.18,0.0118
2003,Addis Ababa,Other modern,0.24,0.0024
2003,Addis Ababa,Other traditional,4.04,0.0404
2003,Addis Ababa,Pills,4.24,0.0424
2003,Addis Ababa,Sterilization,1,0.01
2003,Addis Ababa,Withdrawal,0.66,0.0066
2003,Afar,Condoms,0.84,0.0084
2003,Afar,Implants,0,0
2003,Afar,Injectables,2.84,0.0284
2003,Afar,IUDs,0,0
2003,Afar,Other modern,0,0
2003,Afar,Other traditional,0.48,0.0048
2003,Afar,Pills,2.16,0.0216
2003,Afar,Sterilization,0.2,0.002
2003,Afar,Withdrawal,0,0
2003,Amhara,Condoms,0.1,0.001
2003,Amhara,Implants,0.06,6.00E-04
2003,Amhara,Injectables,6.02,0.0602
2003,Amhara,IUDs,0.06,6.00E-04
2003,Amhara,Other modern,0,0
2003,Amhara,Other traditional,0.36,0.0036
2003,Amhara,Pills,2.54,0.0254
2003,Amhara,Sterilization,0.1,0.001
2003,Amhara,Withdrawal,0.06,6.00E-04
2003,Benishangul-Gumuz,Condoms,0.32,0.0032
2003,Benishangul-Gumuz,Implants,0,0
2003,Benishangul-Gumuz,Injectables,5.72,0.0572
2003,Benishangul-Gumuz,IUDs,0,0
2003,Benishangul-Gumuz,Other modern,0.06,6.00E-04
2003,Benishangul-Gumuz,Other traditional,0.42,0.0042
2003,Benishangul-Gumuz,Pills,1.24,0.0124
2003,Benishangul-Gumuz,Sterilization,0.28,0.0028
2003,Benishangul-Gumuz,Withdrawal,0.1,0.001
2003,Dire Dawa,Condoms,1.66,0.0166
2003,Dire Dawa,Implants,0.5,0.005
2003,Dire Dawa,Injectables,9.84,0.0984
2003,Dire Dawa,IUDs,0.58,0.0058
2003,Dire Dawa,Other modern,0,0
2003,Dire Dawa,Other traditional,2.12,0.0212
2003,Dire Dawa,Pills,4.4,0.044
2003,Dire Dawa,Sterilization,0.1,0.001
2003,Dire Dawa,Withdrawal,0.14,0.0014
2003,Gambela,Condoms,0.38,0.0038
2003,Gambela,Implants,0,0
2003,Gambela,Injectables,7.04,0.0704
2003,Gambela,IUDs,0,0
2003,Gambela,Other modern,0,0
2003,Gambela,Other traditional,0.48,0.0048
2003,Gambela,Pills,3.66,0.0366
2003,Gambela,Sterilization,0.12,0.0012
2003,Gambela,Withdrawal,0,0
2003,Harari,Condoms,1.42,0.0142
2003,Harari,Implants,0.2,0.002
2003,Harari,Injectables,8.78,0.0878
2003,Harari,IUDs,0.7,0.007
2003,Harari,Other modern,0.24,0.0024
2003,Harari,Other traditional,2.36,0.0236
2003,Harari,Pills,4.04,0.0404
2003,Harari,Sterilization,0.22,0.0022
2003,Harari,Withdrawal,0.18,0.0018
2003,Oromia,Condoms,0.24,0.0024
2003,Oromia,Implants,0,0
2003,Oromia,Injectables,4.04,0.0404
2003,Oromia,IUDs,0.06,6.00E-04
2003,Oromia,Other modern,0.12,0.0012
2003,Oromia,Other traditional,0.76,0.0076
2003,Oromia,Pills,1.9,0.019
2003,Oromia,Sterilization,0.2,0.002
2003,Oromia,Withdrawal,0.2,0.002
2003,SNNPR,Condoms,0.28,0.0028
2003,SNNPR,Implants,0.12,0.0012
2003,SNNPR,Injectables,4.46,0.0446
2003,SNNPR,IUDs,0,0
2003,SNNPR,Other modern,0.06,6.00E-04
2003,SNNPR,Other traditional,0.4,0.004
2003,SNNPR,Pills,1.26,0.0126
2003,SNNPR,Sterilization,0.04,4.00E-04
2003,SNNPR,Withdrawal,0.14,0.0014
2003,Somali,Condoms,0.24,0.0024
2003,Somali,Implants,0,0
2003,Somali,Injectables,1.36,0.0136
2003,Somali,IUDs,0,0
2003,Somali,Other modern,0,0
2003,Somali,Other traditional,0.38,0.0038
2003,Somali,Pills,0.68,0.0068
2003,Somali,Sterilization,0.08,8.00E-04
2003,Somali,Withdrawal,0,0
2003,Tigray,Condoms,0.26,0.0026
2003,Tigray,Implants,0.06,6.00E-04
2003,Tigray,Injectables,7.06,0.0706
2003,Tigray,IUDs,0,0
2003,Tigray,Other modern,0,0
2003,Tigray,Other traditional,0.32,0.0032
2003,Tigray,Pills,1.74,0.0174
2003,Tigray,Sterilization,0.04,4.00E-04
2003,Tigray,Withdrawal,0.04,4.00E-04
2004,Addis Ababa,Condoms,2.22,0.0222
2004,Addis Ababa,Implants,0.62,0.0062
2004,Addis Ababa,Injectables,7.04,0.0704
2004,Addis Ababa,IUDs,1.14,0.0114
2004,Addis Ababa,Other modern,0.32,0.0032
2004,Addis Ababa,Other traditional,3.82,0.0382
2004,Addis Ababa,Pills,3.92,0.0392
2004,Addis Ababa,Sterilization,0.9,0.009
2004,Addis Ababa,Withdrawal,0.68,0.0068
2004,Afar,Condoms,1.02,0.0102
2004,Afar,Implants,0,0
2004,Afar,Injectables,3.22,0.0322
2004,Afar,IUDs,0,0
2004,Afar,Other modern,0,0
2004,Afar,Other traditional,0.54,0.0054
2004,Afar,Pills,1.58,0.0158
2004,Afar,Sterilization,0.1,0.001
2004,Afar,Withdrawal,0,0
2004,Amhara,Condoms,0.1,0.001
2004,Amhara,Implants,0.08,8.00E-04
2004,Amhara,Injectables,7.16,0.0716
2004,Amhara,IUDs,0.08,8.00E-04
2004,Amhara,Other modern,0,0
2004,Amhara,Other traditional,0.28,0.0028
2004,Amhara,Pills,2.52,0.0252
2004,Amhara,Sterilization,0.1,0.001
2004,Amhara,Withdrawal,0.08,8.00E-04
2004,Benishangul-Gumuz,Condoms,0.36,0.0036
2004,Benishangul-Gumuz,Implants,0,0
2004,Benishangul-Gumuz,Injectables,6.26,0.0626
2004,Benishangul-Gumuz,IUDs,0,0
2004,Benishangul-Gumuz,Other modern,0.08,8.00E-04
2004,Benishangul-Gumuz,Other traditional,0.46,0.0046
2004,Benishangul-Gumuz,Pills,1.12,0.0112
2004,Benishangul-Gumuz,Sterilization,0.24,0.0024
2004,Benishangul-Gumuz,Withdrawal,0.1,0.001
2004,Dire Dawa,Condoms,1.58,0.0158
2004,Dire Dawa,Implants,0.5,0.005
2004,Dire Dawa,Injectables,11.22,0.1122
2004,Dire Dawa,IUDs,0.44,0.0044
2004,Dire Dawa,Other modern,0,0
2004,Dire Dawa,Other traditional,1.66,0.0166
2004,Dire Dawa,Pills,4.1,0.041
2004,Dire Dawa,Sterilization,0.1,0.001
2004,Dire Dawa,Withdrawal,0.12,0.0012
2004,Gambela,Condoms,0.44,0.0044
2004,Gambela,Implants,0,0
2004,Gambela,Injectables,8.22,0.0822
2004,Gambela,IUDs,0,0
2004,Gambela,Other modern,0,0
2004,Gambela,Other traditional,0.34,0.0034
2004,Gambela,Pills,2.88,0.0288
2004,Gambela,Sterilization,0.06,6.00E-04
2004,Gambela,Withdrawal,0,0
2004,Harari,Condoms,1.26,0.0126
2004,Harari,Implants,0.1,0.001
2004,Harari,Injectables,10.34,0.1034
2004,Harari,IUDs,0.8,0.008
2004,Harari,Other modern,0.32,0.0032
2004,Harari,Other traditional,2.48,0.0248
2004,Harari,Pills,3.72,0.0372
2004,Harari,Sterilization,0.16,0.0016
2004,Harari,Withdrawal,0.14,0.0014
2004,Oromia,Condoms,0.22,0.0022
2004,Oromia,Implants,0,0
2004,Oromia,Injectables,5.02,0.0502
2004,Oromia,IUDs,0.08,8.00E-04
2004,Oromia,Other modern,0.16,0.0016
2004,Oromia,Other traditional,0.58,0.0058
2004,Oromia,Pills,2.1,0.021
2004,Oromia,Sterilization,0.2,0.002
2004,Oromia,Withdrawal,0.2,0.002
2004,SNNPR,Condoms,0.24,0.0024
2004,SNNPR,Implants,0.16,0.0016
2004,SNNPR,Injectables,5.28,0.0528
2004,SNNPR,IUDs,0,0
2004,SNNPR,Other modern,0.08,8.00E-04
2004,SNNPR,Other traditional,0.3,0.003
2004,SNNPR,Pills,1.28,0.0128
2004,SNNPR,Sterilization,0.02,2.00E-04
2004,SNNPR,Withdrawal,0.12,0.0012
2004,Somali,Condoms,0.12,0.0012
2004,Somali,Implants,0,0
2004,Somali,Injectables,1.68,0.0168
2004,Somali,IUDs,0,0
2004,Somali,Other modern,0,0
2004,Somali,Other traditional,0.34,0.0034
2004,Somali,Pills,0.34,0.0034
2004,Somali,Sterilization,0.04,4.00E-04
2004,Somali,Withdrawal,0,0
2004,Tigray,Condoms,0.18,0.0018
2004,Tigray,Implants,0.08,8.00E-04
2004,Tigray,Injectables,7.98,0.0798
2004,Tigray,IUDs,0,0
2004,Tigray,Other modern,0,0
2004,Tigray,Other traditional,0.26,0.0026
2004,Tigray,Pills,1.82,0.0182
2004,Tigray,Sterilization,0.02,2.00E-04
2004,Tigray,Withdrawal,0.02,2.00E-04
2005,Addis Ababa,Condoms,2.1,0.021
2005,Addis Ababa,Implants,0.7,0.007
2005,Addis Ababa,Injectables,7.6,0.076
2005,Addis Ababa,IUDs,1.1,0.011
2005,Addis Ababa,Other modern,0.4,0.004
2005,Addis Ababa,Other traditional,3.6,0.036
2005,Addis Ababa,Pills,3.6,0.036
2005,Addis Ababa,Sterilization,0.8,0.008
2005,Addis Ababa,Withdrawal,0.7,0.007
2005,Afar,Condoms,1.2,0.012
2005,Afar,Implants,0,0
2005,Afar,Injectables,3.6,0.036
2005,Afar,IUDs,0,0
2005,Afar,Other modern,0,0
2005,Afar,Other traditional,0.6,0.006
2005,Afar,Pills,1,0.01
2005,Afar,Sterilization,0,0
2005,Afar,Withdrawal,0,0
2005,Amhara,Condoms,0.1,0.001
2005,Amhara,Implants,0.1,0.001
2005,Amhara,Injectables,8.3,0.083
2005,Amhara,IUDs,0.1,0.001
2005,Amhara,Other modern,0,0
2005,Amhara,Other traditional,0.2,0.002
2005,Amhara,Pills,2.5,0.025
2005,Amhara,Sterilization,0.1,0.001
2005,Amhara,Withdrawal,0.1,0.001
2005,Benishangul-Gumuz,Condoms,0.4,0.004
2005,Benishangul-Gumuz,Implants,0,0
2005,Benishangul-Gumuz,Injectables,6.8,0.068
2005,Benishangul-Gumuz,IUDs,0,0
2005,Benishangul-Gumuz,Other modern,0.1,0.001
2005,Benishangul-Gumuz,Other traditional,0.5,0.005
2005,Benishangul-Gumuz,Pills,1,0.01
2005,Benishangul-Gumuz,Sterilization,0.2,0.002
2005,Benishangul-Gumuz,Withdrawal,0.1,0.001
2005,Dire Dawa,Condoms,1.5,0.015
2005,Dire Dawa,Implants,0.5,0.005
2005,Dire Dawa,Injectables,12.6,0.126
2005,Dire Dawa,IUDs,0.3,0.003
2005,Dire Dawa,Other modern,0,0
2005,Dire Dawa,Other traditional,1.2,0.012
2005,Dire Dawa,Pills,3.8,0.038
2005,Dire Dawa,Sterilization,0.1,0.001
2005,Dire Dawa,Withdrawal,0.1,0.001
2005,Gambela,Condoms,0.5,0.005
2005,Gambela,Implants,0,0
2005,Gambela,Injectables,9.4,0.094
2005,Gambela,IUDs,0,0
2005,Gambela,Other modern,0,0
2005,Gambela,Other traditional,0.2,0.002
2005,Gambela,Pills,2.1,0.021
2005,Gambela,Sterilization,0,0
2005,Gambela,Withdrawal,0,0
2005,Harari,Condoms,1.1,0.011
2005,Harari,Implants,0,0
2005,Harari,Injectables,11.9,0.119
2005,Harari,IUDs,0.9,0.009
2005,Harari,Other modern,0.4,0.004
2005,Harari,Other traditional,2.6,0.026
2005,Harari,Pills,3.4,0.034
2005,Harari,Sterilization,0.1,0.001
2005,Harari,Withdrawal,0.1,0.001
2005,Oromia,Condoms,0.2,0.002
2005,Oromia,Implants,0,0
2005,Oromia,Injectables,6,0.06
2005,Oromia,IUDs,0.1,0.001
2005,Oromia,Other modern,0.2,0.002
2005,Oromia,Other traditional,0.4,0.004
2005,Oromia,Pills,2.3,0.023
2005,Oromia,Sterilization,0.2,0.002
2005,Oromia,Withdrawal,0.2,0.002
2005,SNNPR,Condoms,0.2,0.002
2005,SNNPR,Implants,0.2,0.002
2005,SNNPR,Injectables,6.1,0.061
2005,SNNPR,IUDs,0,0
2005,SNNPR,Other modern,0.1,0.001
2005,SNNPR,Other traditional,0.2,0.002
2005,SNNPR,Pills,1.3,0.013
2005,SNNPR,Sterilization,0,0
2005,SNNPR,Withdrawal,0.1,0.001
2005,Somali,Condoms,0,0
2005,Somali,Implants,0,0
2005,Somali,Injectables,2,0.02
2005,Somali,IUDs,0,0
2005,Somali,Other modern,0,0
2005,Somali,Other traditional,0.3,0.003
2005,Somali,Pills,0,0
2005,Somali,Sterilization,0,0
2005,Somali,Withdrawal,0,0
2005,Tigray,Condoms,0.1,0.001
2005,Tigray,Implants,0.1,0.001
2005,Tigray,Injectables,8.9,0.089
2005,Tigray,IUDs,0,0
2005,Tigray,Other modern,0,0
2005,Tigray,Other traditional,0.2,0.002
2005,Tigray,Pills,1.9,0.019
2005,Tigray,Sterilization,0,0
2005,Tigray,Withdrawal,0,0
2006,Addis Ababa,Condoms,2.1,0.021
2006,Addis Ababa,Implants,0.816666667,0.008166667
2006,Addis Ababa,Injectables,8.8,0.088
2006,Addis Ababa,IUDs,1.083333333,0.010833333
2006,Addis Ababa,Other modern,0.333333333,0.003333333
2006,Addis Ababa,Other traditional,3.366666667,0.033666667
2006,Addis Ababa,Pills,3.766666667,0.037666667
2006,Addis Ababa,Sterilization,0.816666667,0.008166667
2006,Addis Ababa,Withdrawal,0.666666667,0.006666667
2006,Afar,Condoms,1.033333333,0.010333333
2006,Afar,Implants,0.016666667,0.000166667
2006,Afar,Injectables,4.066666667,0.040666667
2006,Afar,IUDs,0.016666667,0.000166667
2006,Afar,Other modern,0,0
2006,Afar,Other traditional,0.533333333,0.005333333
2006,Afar,Pills,0.983333333,0.009833333
2006,Afar,Sterilization,0,0
2006,Afar,Withdrawal,0.016666667,0.000166667
2006,Amhara,Condoms,0.083333333,0.000833333
2006,Amhara,Implants,0.516666667,0.005166667
2006,Amhara,Injectables,9.95,0.0995
2006,Amhara,IUDs,0.116666667,0.001166667
2006,Amhara,Other modern,0.016666667,0.000166667
2006,Amhara,Other traditional,0.233333333,0.002333333
2006,Amhara,Pills,2.266666667,0.022666667
2006,Amhara,Sterilization,0.15,0.0015
2006,Amhara,Withdrawal,0.116666667,0.001166667
2006,Benishangul-Gumuz,Condoms,0.45,0.0045
2006,Benishangul-Gumuz,Implants,0.2,0.002
2006,Benishangul-Gumuz,Injectables,8.266666667,0.082666667
2006,Benishangul-Gumuz,IUDs,0,0
2006,Benishangul-Gumuz,Other modern,0.083333333,0.000833333
2006,Benishangul-Gumuz,Other traditional,0.516666667,0.005166667
2006,Benishangul-Gumuz,Pills,1.15,0.0115
2006,Benishangul-Gumuz,Sterilization,0.233333333,0.002333333
2006,Benishangul-Gumuz,Withdrawal,0.1,0.001
2006,Dire Dawa,Condoms,1.5,0.015
2006,Dire Dawa,Implants,1.2,0.012
