"postpartum","age_grp","From","n","None","Withdrawal","Other.trad","Condom","Pill","Injectable","Implant","IUD","F.sterilization","Other.mod"
"6",">35","None",1148.1786,0.889735299891498,0,0.0035019786991327,0.000439587534552551,0.0012098788463746,0.0732609491241171,0.0194032766330952,0.00992230128657685,0,0.00252672798465326
"6",">35","Withdrawal",0,0,1,0,0,0,0,0,0,0,0
"6",">35","Other.trad",0,0,0,1,0,0,0,0,0,0,0
"6",">35","Condom",0,0,0,0,1,0,0,0,0,0,0
"6",">35","Pill",1.145087,0,0,0,0,1,0,0,0,0,0
"6",">35","Injectable",31.26771,0.0567757600412694,0,0,0,0,0.943224239958731,0,0,0,0
"6",">35","Implant",3.894872,0,0,0,0,0,0,1,0,0,0
"6",">35","IUD",5.880126,0,0,0,0,0,0,0,1,0,0
"6",">35","F.sterilization",5.416673,0,0,0,0,0,0,0,0,1,0
"6",">35","Other.mod",0,0,0,0,0,0,0,0,0,0,1
"No","<18","None",76395.327294,0.923560327963726,0.000416905814177658,0.00167613801900936,0.000667366906730844,0.0042046381255809,0.0595524819031303,0.00758277716700051,0.0006019039947123,0,0.00173746010593117
"No","<18","Withdrawal",5.201384,0,1,0,0,0,0,0,0,0,0
"No","<18","Other.trad",150.232227,0.13742230610505,2.84952263458264e-05,0.857073026121836,4.71013798231068e-05,0.000342243678651082,0.00437555694012898,0.000531991322718495,4.26545553616279e-05,0,0.000136624670085734
"No","<18","Condom",75.141319,0.28146161345436,6.0364997492978e-05,0.000253109346994278,0.699510074487722,0.000741333584402521,0.0164195698134462,0.00116319454040213,0.000101822326996119,0,0.000288917448182992
"No","<18","Pill",379.232466,0.46814198999777,0.00010810477812104,0.000630282335068105,0.00130517847949833,0.302288880510928,0.186892353550558,0.00303197633952981,0.000477085937037741,0,0.0371241480714883
"No","<18","Injectable",8376.236897,0.326673720898834,7.094668380595e-05,0.0017336609822235,0.000528994993726471,0.00429880559633976,0.654869797554714,0.00897211313422257,0.00234990698628072,0,0.000502053169851324
"No","<18","Implant",1038.675544,0.193702862916288,4.06551565969422e-05,0.000770688600222662,6.80343398937653e-05,0.000746782577449591,0.00871967960508464,0.795680261380346,6.47165979412501e-05,0,0.000206318826176897
"No","<18","IUD",62.478632,0.415777153703642,9.26257444022619e-05,0.000377664721804988,0.00015284672038688,0.00110124754962328,0.0141653060646468,0.00172678782677813,0.566165782904194,0,0.000440584764522104
"No","<18","F.sterilization",0,0,0,0,0,0,0,0,0,1,0
"No","<18","Other.mod",138.802284,0.598753667596625,0.000143877889276215,0.000588634774849968,0.024044336208744,0.0185508174554758,0.0257536601174573,0.00269165409631437,0.0002188534375615,0,0.329254498423696
"No","18-20","None",26090.015382,0.878345317278128,0.000221106440046947,0.00210467347188936,0.00170263440394177,0.0114620919212556,0.0844813456957486,0.0194376061185074,0.00164655710986346,0,0.000598667560617962
"No","18-20","Withdrawal",74.233496,0.0598918691347912,0.936174394583507,6.64283187725034e-05,7.06684489516102e-05,0.000362547122192084,0.00274421561447276,0.000606195822738613,5.23177969888546e-05,0,3.13631575858434e-05
"No","18-20","Other.trad",210.336418,0.187364315750264,2.18317696618407e-05,0.800180580735751,0.000225900102441403,0.00116626326745863,0.00882258855393115,0.00195066186254515,0.000168289148541649,0,9.95688094042932e-05
"No","18-20","Condom",43.479078,0.802276880507005,0.000122772559317502,0.00119427507410027,0.11704604570356,0.00681237411645297,0.0498468488146254,0.0109387642816266,0.008970626193664,0,0.0027914127496481
"No","18-20","Pill",491.095988,0.232622781699299,2.73572317350085e-05,0.000267735508349481,0.000282616013298587,0.738449605425997,0.0250325701307138,0.00261730415323643,0.00025281081142492,0,0.00044721902594467
"No","18-20","Injectable",8075.979097,0.278986741780505,3.33191180540873e-05,0.000325967710822879,0.000366280970809544,0.00692426573479144,0.686774112182957,0.021903585215172,0.0045336387961686,0,0.000152088490717996
"No","18-20","Implant",1684.978423,0.204634787800489,2.3846456509599e-05,0.000233423626131575,0.00179046314080993,0.00583057064658958,0.022416551149686,0.76469853887445,0.000244510108955675,0,0.000127308196378942
"No","18-20","IUD",172.341053,0.323935131226764,3.94422247760204e-05,0.00038570372153946,0.000404819836698576,0.0372278288829772,0.115106885043956,0.00483050032583294,0.517881340250295,0,0.000188348487160855
"No","18-20","F.sterilization",0,0,0,0,0,0,0,0,0,1,0
"No","18-20","Other.mod",16.655668,0.897395508279317,0.000176366599378522,0.00170298465541421,0.00156427684136233,0.00928486976406328,0.0693379833834988,0.0156369552885497,0.00133760255609781,0,0.00356345263231783
"No","20-25","None",64673.126926,0.870374903162304,0.000773887059676911,0.00262169917728346,0.00111088773031446,0.010640663024617,0.079427564902343,0.0291170704803293,0.00469789089318732,0,0.00123543356994442
"No","20-25","Withdrawal",174.100255,0.153457122255013,0.835727436733143,0.000211384589175396,9.03072414902368e-05,0.000935291046451771,0.00669290947568474,0.00238544338489938,0.000372120546885301,0,0.000127984727256963
"No","20-25","Other.trad",629.552563,0.047340650523645,1.67201078367805e-05,0.868120149920786,2.5774542213736e-05,0.0332538495782051,0.0407718307584086,0.00472599318722739,0.000442661731998977,0,0.00530236964968002
"No","20-25","Condom",324.96586,0.0850739146337553,3.44615942524963e-05,0.000126687488706588,0.888688564952995,0.000643631552248542,0.0236779870275511,0.00142530198529015,0.000255186624172447,0,7.42641410271665e-05
"No","20-25","Pill",1672.294334,0.35534888647889,0.000158222674143192,0.00268824136210445,0.000230133676933748,0.49164117924982,0.108756439052785,0.0297274259873875,0.0111042686821977,0,0.000345202835740226
"No","20-25","Injectable",24646.815134,0.250452411472527,0.000106496985500108,0.00139293530562243,0.000243717976988558,0.0118303373440664,0.715115824408026,0.0151638628862614,0.00518093540885227,0,0.000513478212154605
"No","20-25","Implant",8180.774976,0.141322078110991,5.80662636419562e-05,0.000217059605716466,8.42655310129355e-05,0.00269874638258665,0.0409240395854201,0.812715464058212,0.00185510728089296,0,0.000125173181524653
"No","20-25","IUD",1584.87254,0.0686699785361641,2.78029971803378e-05,9.2990249304295e-05,3.94407604404205e-05,0.000657443636202499,0.00379481996784393,0.0264987767401459,0.900162457095339,0,5.62900173788915e-05
"No","20-25","F.sterilization",8.4656,0,0,0,0,0,0,0,0,1,0
"No","20-25","Other.mod",112.58729,0.704162809818865,0.000369310694565903,0.0254409853280422,0.000526358809948989,0.0213533694123907,0.0609749621873202,0.0144523187159537,0.00240422395971999,0,0.170315661073193
"No","25-35","None",103568.779642,0.874958629117281,0.000110357023181889,0.00140118685608727,0.000821727224878583,0.00782445183418366,0.0826804144642343,0.0260857245148037,0.00575684715963198,0.00023136438944337,0.000129297416274587
"No","25-35","Withdrawal",320.397136,0.0663805694123607,0.897380433050853,7.26488448559795e-05,3.02230804748658e-05,0.000461845390209969,0.0341843259122601,0.00118691209583852,0.000283728843041885,1.47088935515004e-05,4.60447655402966e-06
"No","25-35","Other.trad",1014.679664,0.179478035203436,1.01813038295085e-05,0.802834456168583,8.04573213473281e-05,0.000816712236585592,0.00814004382876749,0.00806874007622079,0.000536839668736907,2.09428809405967e-05,1.3591311553072e-05
"No","25-35","Condom",444.236323,0.161346945493664,1.52415941543423e-05,0.000163441107812071,0.759365599278711,0.00102884252542928,0.0613262040014841,0.00274228065972956,0.000933201020690027,3.15742470919784e-05,0.0130466700712341
"No","25-35","Pill",2500.429666,0.34068972603166,3.69151321483752e-05,0.00182650689313036,0.000171181900043351,0.460538958633574,0.145155669095063,0.0462746513194277,0.00519780059650161,7.6613704415605e-05,3.197669403604e-05
"No","25-35","Injectable",42532.488023,0.205908724582828,0.000205834002728201,0.0015511905919061,0.00018143253920325,0.00943784492649666,0.756058228129015,0.0202952163599845,0.00590480322306855,0.000438845808149127,1.78798366210625e-05
"No","25-35","Implant",13551.325997,0.109836140725022,7.52963021028836e-06,0.000662605083355975,4.89663235874622e-05,0.0013592176606731,0.017619641414245,0.869198216764302,0.00101668177359701,1.5535310367569e-05,0.0002354653146405
"No","25-35","IUD",3675.349943,0.0641017592642433,3.53710610559355e-06,0.00133202632685359,2.79940117844355e-05,0.000283559823320665,0.0028186517440381,0.000859760520945531,0.930560962454961,7.27290059685356e-06,4.47584714938164e-06
"No","25-35","F.sterilization",632.103701,0,0,0,0,0,0,0,0,1,0
"No","25-35","Other.mod",196.07277,0.360273752222513,2.16229781987671e-05,0.000304902571920141,0.000170464553264769,0.00171973720051745,0.0171629612523005,0.00522391175965884,0.0337531054883014,4.4515243858943e-05,0.581325026729466
"No",">35","None",76177.170207,0.934203998481473,0.000102462780208174,0.000870788631303866,0.000147976717303352,0.00341730008284315,0.0482428477697264,0.0118080136476036,0.00100453882389978,0,0.00020207306563915
"No",">35","Withdrawal",196.443841,0,1,0,0,0,0,0,0,0,0
"No",">35","Other.trad",507.190114,0.0867296870616335,4.20335815185874e-06,0.910433319865122,6.45116113522836e-06,0.000150484665850455,0.00211671954105655,0.000507892353560815,4.26468665254786e-05,0,8.5951269646502e-06
"No",">35","Condom",461.537219,0.176915505948491,8.89860122253739e-06,7.65340483490708e-05,0.816217271748099,0.000315822147462285,0.00529738841419512,0.00106147214153762,8.92282948346422e-05,0,1.78786558086689e-05
"No",">35","Pill",1091.82635,0.198485497396797,2.05910969465235e-05,0.0141163235112338,1.70047445794692e-05,0.692147697677606,0.066006394419528,0.00754899807829967,0.0183257608078661,0,0.00333173226714337
"No",">35","Injectable",20896.94128,0.174741386155267,0.000318440722847711,0.000484282717894568,4.48608536124822e-05,0.0060905178517119,0.805377827652482,0.0117458035609438,0.00116750153775807,0,2.93789474823633e-05
"No",">35","Implant",5637.840456,0.0997998626701986,9.67953846780301e-06,0.00132169150448449,0.000209931327027561,0.00605788014093088,0.0314617891614677,0.860987184652107,0.000130408619141164,0,2.15723861758351e-05
"No",">35","IUD",1358.298968,0.129947774955976,6.40046501423701e-06,0.000179528411836477,9.74304506398131e-06,0.0148478013126033,0.00374687541579634,0.000821846474229916,0.850397686732045,0,4.23431874348582e-05
"No",">35","F.sterilization",1303.752007,0,0,0,0,0,0,0,0,1,0
"No",">35","Other.mod",174.609688,0.0956570774154595,4.64479834546036e-06,4.05558508465878e-05,7.12804244338494e-06,0.000166271701365226,0.00233879275431871,0.000561193280265228,4.71233566118547e-05,0,0.901177212800344
