postpartum,From,n,age_grp,Pill,IUD,Injectable,Condom,F.sterilization,Withdrawal,Implant,Other.trad,Other.mod,group
0,Pill,27.956217,20-25,0,0.070686567,0.74082992,0,0,0,0.173188776,0.015294737,0,grpNo20-25
0,Pill,57.333419,25-35,0,0.019238308,0.755579935,0,0,0,0.217114856,0.008066901,0,grpNo25-35
0,IUD,0,<18,0.25182306,0,0.74817694,0,0,0,0,0,0,grpNo<18
0,IUD,0.449799,25-35,0,0,0,0,0,0,0,1,0,grpNo25-35
0,IUD,2.107266,>35,1,0,0,0,0,0,0,0,0,grpNo>35
0,IUD,3.06929,18-20,0.25182306,0,0.74817694,0,0,0,0,0,0,grpNo18-20
0,IUD,3.981711,20-25,0.010439482,0,0.01439984,0,0,0,0.975160678,0,0,grpNo20-25
0,Injectable,16.455805,<18,0.303609152,0.151074347,0,0.025024725,0,0,0.440250173,0.080041602,0,grpNo<18
0,Injectable,26.553324,18-20,0.173829009,0.175295605,0,0,0,0,0.650875386,0,0,grpNo18-20
0,Injectable,38.625058,>35,0.338888035,0.054556967,0,0.001667078,0,0.015432054,0.571106405,0.018349461,0,grpNo>35
0,Injectable,78.716525,20-25,0.433056312,0.143481118,0,0.002993399,0,0,0.368504733,0.033071112,0.018893326,grpNo20-25
0,Injectable,154.021375,25-35,0.316382152,0.142683027,0,0.002641984,0.01087303,0.005359354,0.481940438,0.040120016,0,grpNo25-35
0,Condom,0.041939,>35,0,0,1,0,0,0,0,0,0,grpNo>35
0,Condom,0.064684,<18,0,0,1,0,0,0,0,0,0,grpNo<18
0,Condom,0.2917,18-20,0,0.330815907,0,0,0,0,0,0,0.669184093,grpNo18-20
0,Condom,0.672066,20-25,0,0,1,0,0,0,0,0,0,grpNo20-25
0,Condom,3.300101,25-35,0,0,0.787901037,0,0,0,0,0,0.212098963,grpNo25-35
0,Withdrawal,1.003065,>35,0,0,1,0,0,0,0,0,0,grpNo>35
0,Withdrawal,1.003065,<18,0,0,1,0,0,0,0,0,0,grpNo<18
0,Withdrawal,1.003065,18-20,0,0,1,0,0,0,0,0,0,grpNo18-20
0,Withdrawal,1.003065,20-25,0,0,1,0,0,0,0,0,0,grpNo20-25
0,Withdrawal,1.003065,25-35,0,0,1,0,0,0,0,0,0,grpNo25-35
0,Implant,0.388753,<18,0.104361896,0,0.735719081,0,0,0,0,0.159919023,0,grpNo<18
0,Implant,3.823776,18-20,0.215874309,0,0.634682837,0.149442854,0,0,0,0,0,grpNo18-20
0,Implant,20.255219,>35,0.170022798,0,0.792703895,0.005509987,0,0,0,0.03176332,0,grpNo>35
0,Implant,20.728389,25-35,0.065400693,0.039071488,0.841942999,0,0,0,0,0.036717856,0.016866964,grpNo25-35
0,Implant,33.349864,20-25,0.049611926,0.033265263,0.91712281,0,0,0,0,0,0,grpNo20-25
0,Other.trad,0.559482,25-35,0,0,0,0,0,0,1,0,0,grpNo25-35
0,Other.trad,5.692126,20-25,0.439454257,0,0.420407595,0,0,0,0.03542086,0,0.104717288,grpNo20-25
0,Other.trad,0.559482,<18,0.439454257,0,0.420407595,0,0,0,0.03542086,0,0.104717288,grpNo<18
0,Other.trad,0.559482,18-20,0.439454257,0,0.420407595,0,0,0,0.03542086,0,0.104717288,grpNo18-20
0,Other.trad,5.692126,>35,0,0,0,0,0,0,1,0,0,grpNo>35
0,Other.mod,0.699948,25-35,0,1,0,0,0,0,0,0,0,grpNo25-35
0,Other.mod,1.092114,<18,0.51655047,0,0,0.48344953,0,0,0,0,0,grpNo<18
0,Other.mod,1.380614,20-25,0.309704957,0,0.335550704,0,0,0,0,0.354744338,0,grpNo20-25
0,Other.mod,0,18-20,0.51655047,0,0,0.48344953,0,0,0,0,0,grpNo18-20
0,Other.mod,0,>35,0,1,0,0,0,0,0,0,0,grpNo>35
