"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
0,"Injectable",4.594702,"25-35",0.375649824515279,0,0,0.315153844580127,0,0.309196330904594,0,0,0,"grp025-35"
0,"Injectable",7.698106,">35",0.490456353809625,0,0,0.154671551677776,0.00748028151340083,0.347391812999197,0,0,0,"grp0>35"
0,"Condom",0,"<18",0,1,0,0,0,0,0,0,0,"grp0<18"
0,"Condom",0.355437,"18-20",0,1,0,0,0,0,0,0,0,"grp018-20"
0,"Condom",0.494908,"20-25",0,0,0,0,1,0,0,0,0,"grp020-25"
0,"Condom",0.914362,"25-35",0,0,0,0,0,1,0,0,0,"grp025-35"
0,"Condom",10.336246,">35",0.374234804396103,0.0821596157831383,0,0,0.128692370518271,0.413333041802604,0,0.00158016749988342,0,"grp0>35"
0,"Withdrawal",0.031323,"<18",0,0,0,1,0,0,0,0,0,"grp0<18"
0,"Withdrawal",1.777849,"18-20",0,0,1,0,0,0,0,0,0,"grp018-20"
0,"Withdrawal",2.787191,"20-25",0,0.78263455931079,0,0.21736544068921,0,0,0,0,0,"grp020-25"
0,"Withdrawal",3.913852,"25-35",0,0,0,1,0,0,0,0,0,"grp025-35"
0,"Withdrawal",0.580128,">35",0,0,0,0,0,0,0,1,0,"grp0>35"
0,"Implant",0,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Implant",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Implant",2.164289,"20-25",0,0,0,0.207920014378856,0,0.792079985621144,0,0,0,"grp020-25"
0,"Implant",2.685657,"25-35",0,0,0,0.638313083167359,0,0.361686916832641,0,0,0,"grp025-35"
0,"Implant",0,">35",1,0,0,0,0,0,0,0,0,"grp0<35"
0,"Other.trad",0,"<18",0,0,0,1,0,0,0,0,0,"grp0<18"
0,"Other.trad",0,"18-20",0,0,0,1,0,0,0,0,0,"grp018-20"
0,"Other.trad",0,"20-25",0,0,0,1,0,0,0,0,0,"grp020-25"
0,"Other.trad",1.076474,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
0,"Other.trad",0.580128,">35",0,0,0,1,0,0,0,0,0,"grp0>35"
0,"Other.mod",0,"<18",0,0,0,1,0,0,0,0,0,"grp0<18"
0,"Other.mod",0,"18-20",0,0,0,1,0,0,0,0,0,"grp018-20"
0,"Other.mod",0,"20-25",0,0,0,1,0,0,0,0,0,"grp020-25"
0,"Other.mod",0,"25-35",0,0,0,1,0,0,0,0,0,"grp025-35"
0,"Other.mod",0,">35",0,0,0,1,0,0,0,0,0,"grp0>35"
1,"Birth",2.128208,"<18",0,0,0.176914568500823,0.272589897228091,0.550495534271086,0,0,0,0,"grp1<18"
1,"Birth",2.954399,"18-20",0,0,0,0.63029536633339,0,0,0.36970463366661,0,0,"grp118-20"
1,"Birth",21.075809,"20-25",0,0.0428124016496828,0.109566660050867,0.134620739825456,0.605798524744649,0.0519595712790906,0.0552421024502547,0,0,"grp120-25"
1,"Birth",79.449911,"25-35",0.0389221455515539,0.0580245332181681,0.0817236409490755,0.069377950593299,0.656792768465153,0.0350418643011444,0.0247467741027425,0.0353703228188638,0,"grp125-35"
1,"Birth",28.509561,">35",0.0647360722250336,0,0.122262738454654,0,0.744099917918764,0,0.0689012714015484,0,0,"grp1>35"
6,"None",19.354189,"<18",0.0845700122076932,0,0.130263169384158,0.301953391072083,0,0.261894983044756,0.125988797567286,0.0953296467240245,0,"grp6<18"
6,"None",42.252794,"18-20",0.237820580575098,0,0.10601919011557,0.269030256318671,0,0.325557618745875,0.0275549115166206,0.0340174427281661,0,"grp618-20"
6,"None",150.48428,"20-25",0.137728126818296,0.0113862989542828,0.185842946519065,0.298175537006257,0.0280968683240535,0.210190107564723,0.0516860099938677,0.0768941048194535,0,"grp620-25"
6,"None",303.60744,"25-35",0.0980644611344175,0.0530865350335288,0.133443057258412,0.358190362528665,0.0407113310530203,0.220804658146717,0.0424997094932851,0.0531998853519532,0,"grp625-35"
6,"None",27.268569,">35",0.0337520095022221,0,0.145782494123546,0.113616156388698,0.216040416348947,0.24187187820527,0.248937045431317,0,0,"grp6>35"
