"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
1,"Birth",234.948531,"25-35",0.412644073948264,0.00431227212056925,0.130265862356041,0.00283522521790102,0.01530953177145,0.00252002001238305,0.0214441817471929,0.387547943425958,0.0231208894002406,"grp125-35"
1,"Birth",41.472535,">35",0.408447325440801,0,0.106944246354847,0,0.0336522713164266,0.00439722336722363,0.017684571246971,0.428874362273731,0,"grp1>35"
6,"None",73.162092,"<18",0.673162270974974,0,0.127929611416798,0,0,0.0077336908299451,0.00863156018009982,0.182542866598183,0,"grp6<18"
6,"None",77.79456,"18-20",0.720371347302433,0,0.116266381608174,0,0,0,0.00524361857692877,0.158118652512464,0,"grp618-20"
6,"None",244.925027,"20-25",0.74283499415517,0.00577258689043648,0.123188880979484,0,0,0,0.00928907930670556,0.11606512959576,0.00284932907244305,"grp620-25"
6,"None",333.336127,"25-35",0.609661082430469,0.00844021626254751,0.261604701490997,0,0,0.00395412286049631,0.0158344342916062,0.100505442663885,0,"grp625-35"
6,"None",75.185174,">35",0.414234912856622,0.0137269616480504,0.367735346333042,0.0174858011235034,0.00680908180115404,0,0,0.180007896237628,0,"grp6>35"
0,"Condom",0,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Condom",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Condom",0,"20-25",1,0,0,0,0,0,0,0,0,"grp020-25"
0,"Condom",0.666132,"25-35",1,0,0,0,0,0,0,0,0,"grp025-35"
0,"Condom",0,">35",1,0,0,0,0,0,0,0,0,"grp0>35"
0,"Withdrawal",3.87102,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Withdrawal",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Withdrawal",0,"20-25",1,0,0,0,0,0,0,0,0,"grp020-25"
0,"Withdrawal",0,"25-35",1,0,0,0,0,0,0,0,0,"grp025-35"
0,"Withdrawal",2.588173,">35",1,0,0,0,0,0,0,0,0,"grp0>35"
0,"Implant",0,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Implant",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Implant",0.546956,"20-25",1,0,0,0,0,0,0,0,0,"grp020-25"
0,"Implant",0,"25-35",1,0,0,0,0,0,0,0,0,"grp025-35"
0,"Implant",0,">35",1,0,0,0,0,0,0,0,0,"grp0>35"
0,"Other.trad",0,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Other.trad",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Other.trad",1.153566,"20-25",0.519939908076348,0,0,0.480060091923652,0,0,0,0,0,"grp020-25"
0,"Other.trad",3.391285,"25-35",0.55677213799489,0,0.247336629035896,0,0,0,0.195891232969214,0,0,"grp025-35"
0,"Other.trad",0.666132,">35",1,0,0,0,0,0,0,0,0,"grp0>35"
0,"Other.mod",0,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Other.mod",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Other.mod",0.546956,"20-25",1,0,0,0,0,0,0,0,0,"grp020-25"
0,"Other.mod",0.32037,"25-35",0,0,0,0,0,0,1,0,0,"grp025-35"
0,"Other.mod",0,">35",1,0,0,0,0,0,0,0,0,"grp0>35"
0,IUD,0.547086,<18,0,0,1,0,0,0,0,0,0,grpNo<18
0,IUD,2.12281,18-20,0.151443134,0,0,0,0,0,0,0.848556866,0,grpNo18-20
0,IUD,10.114128,20-25,0.547342391,0,0.316118305,0,0,0,0.082981845,0.053557459,0,grpNo20-25
0,IUD,16.336092,25-35,0.386538041,0,0.311789013,0,0,0,0.301672946,0,0,grpNo25-35
0,IUD,17.742835,>35,0.383684231,0,0.169001797,0.08875594,0.151257508,0,0.098704125,0.1085964,0,grpNo>35
