"region","postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
"central",1,"Birth",51.641807,"25-35",0.0816598652328336,0.0400814983100804,0.64119526259025,0,0.0338918814362944,0,0.203171492430542,0,0,"grp125-35"
"central",1,"Birth",11.085917,"<18",0,0.138784008575926,0.703336584605495,0,0,0,0.157879406818579,0,0,"grp1<18"
"central",1,"Birth",18.635577,">35",0.0322858261914831,0.116368492373485,0.763274407870494,0,0,0,0.0880712735645373,0,0,"grp1>35"
"central",6,"None",48.586256,"18-20",0.0325679756019892,0,0.861800567633777,0,0,0,0.105631456764234,0,0,"grp618-20"
"central",6,"None",140.935911,"20-25",0.0541679260156767,0.0246975662576162,0.716603329012433,0,0,0,0.204531178714274,0,0,"grp620-25"
"central",6,"None",157.886765,"25-35",0.04748801459071,0.0365494409870264,0.759507264589278,0,0,0,0.144174738142238,0.0122805416907491,0,"grp625-35"
"central",6,"None",44.448819,"<18",0,0,0.961753247032278,0,0,0,0.0382467529677223,0,0,"grp6<18"
"central",6,"None",41.500848,">35",0,0,0.742989155305935,0,0,0,0.257010844694065,0,0,"grp6>35"
"dire_dawa",0,"None",2.313772,"18-20",0.238229609486155,0,0.289554459125618,0.125119069640397,0,0,0.236047026241134,0.0276371224130986,0.0834127130935978,"grp018-20"
"dire_dawa",0,"Condom",0.2917,"18-20",0,0.330815906753514,0,0,0,0,0,0,0.669184093246486,"grp018-20"
"dire_dawa",0,"Implant",0.042716,"18-20",0,0,1,0,0,0,0,0,0,"grp018-20"
"dire_dawa",0,"None",5.371293,"20-25",0.215588313651852,0.0126122332183331,0.446846783446741,0,0,0,0.275313970025467,0.0261404470022395,0.0234982526553662,"grp020-25"
"dire_dawa",0,"Pill",0.179091,"20-25",0,0,0,0,0,0,1,0,0,"grp020-25"
"dire_dawa",0,"Injectable",0.832314,"20-25",0.148757560247695,0.0513219770423182,0,0,0,0,0.565392387968964,0.234528074741023,0,"grp020-25"
"dire_dawa",0,"Implant",0.409237,"20-25",0.358528187822704,0,0.641471812177296,0,0,0,0,0,0,"grp020-25"
"dire_dawa",0,"Other.trad",0.266011,"20-25",0,0,0.242061418512768,0,0,0,0.757938581487232,0,0,"grp020-25"
"dire_dawa",0,"None",4.389756,"25-35",0.166147275611674,0.0136378878461582,0.426639430528713,0.0219827707963723,0,0,0.334763936765506,0.0368286984515768,0,"grp025-35"
"dire_dawa",0,"Pill",0.207256,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"dire_dawa",0,"Injectable",0.527732,"25-35",0.514744226236044,0,0,0,0,0,0.485255773763956,0,0,"grp025-35"
"dire_dawa",0,"Implant",0.566101,"25-35",0,0.265563918806008,0.378280554176728,0,0,0,0,0.356155527017264,0,"grp025-35"
"dire_dawa",0,"None",2.497756,"<18",0.147257378222693,0,0.423916907816456,0.0781505479318236,0,0,0.256964251111798,0,0.0937109149172297,"grp0<18"
"dire_dawa",0,"Implant",0.062169,"<18",0,0,0,0,0,0,0,1,0,"grp0<18"
"dire_dawa",0,"None",1.220164,">35",0.0473837943096174,0.083433046705197,0.234252936490505,0.159979314256116,0,0,0.323888428112942,0.0833732186820788,0.0676892614435436,"grp0>35"
"dire_dawa",0,"Pill",0.075809,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"dire_dawa",0,"Injectable",0.064391,">35",0,0,0,1,0,0,0,0,0,"grp0>35"
"dire_dawa",1,"Birth",0.118107,"18-20",0,0,0,0,0,0,1,0,0,"grp118-20"
"dire_dawa",1,"Birth",0.895187,"20-25",0,0.066864241772948,0.233547850895958,0,0,0,0.699587907331094,0,0,"grp120-25"
"dire_dawa",1,"Birth",0.883246,"25-35",0.0792553829850347,0,0.177023162290008,0,0,0,0.650211832264171,0.0935096224607867,0,"grp125-35"
"dire_dawa",1,"Birth",0.403394,"<18",0,0,0.341670922224922,0,0,0,0.658329077775078,0,0,"grp1<18"
"dire_dawa",6,"None",0.493611,"18-20",0.297770916774545,0,0.226407029016776,0,0,0,0.475822054208678,0,0,"grp618-20"
"dire_dawa",6,"None",2.814921,"20-25",0.105793732754845,0.117543973702992,0.444021341984375,0,0,0,0.231674707744907,0.100966243812881,0,"grp620-25"
"dire_dawa",6,"None",3.243821,"25-35",0.0244828552500277,0.0191653608506758,0.542910043433346,0,0,0,0.391861634781944,0.0215801056840066,0,"grp625-35"
"dire_dawa",6,"None",0.434698,"<18",0,0.137787613469581,0.862212386530419,0,0,0,0,0,0,"grp6<18"
"dire_dawa",6,"None",0.143553,">35",0,0,1,0,0,0,0,0,0,"grp6>35"
"gambela",0,"None",1.632594,"18-20",0.176405768978693,0.0396203832673647,0.710062023993718,0.0342914404928598,0,0,0.0396203832673647,0,0,"grp018-20"
"gambela",0,"Pill",0.162775,"18-20",0,0,0.523139302718476,0,0,0,0,0,0.476860697281524,"grp018-20"
"gambela",0,"Injectable",0.040995,"18-20",0,0,0,0,0,0,1,0,0,"grp018-20"
"gambela",0,"None",3.112597,"20-25",0.288381374138701,0,0.63626836368473,0.0266446314765451,0,0,0.0307193639266503,0,0.0179862667733728,"grp020-25"
"gambela",0,"Pill",0.169285,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"gambela",0,"Injectable",0.211356,"20-25",0.224687257518121,0.367252408259051,0,0,0,0,0.408060334222828,0,0,"grp020-25"
"gambela",0,"Implant",0.064684,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"gambela",0,"None",2.420476,"25-35",0.0835657944966197,0.0187987817272305,0.820856310907441,0.0327286864236621,0,0,0.0440504264450464,0,0,"grp025-35"
"gambela",0,"Pill",0.16675,"25-35",0,0,0.664263868065967,0,0,0,0.335736131934033,0,0,"grp025-35"
"gambela",0,"Injectable",0.035749,"25-35",0,0,0,0,0,0,1,0,0,"grp025-35"
"gambela",0,"Implant",0.132243,"25-35",0,0.413042656322074,0.586957343677926,0,0,0,0,0,0,"grp025-35"
"gambela",0,"None",3.01607,"<18",0.0908921212040835,0,0.806697788844423,0.0400083552437443,0,0,0.0624017347077488,0,0,"grp0<18"
"gambela",0,"Injectable",0.218158,"<18",0.746133536244373,0,0,0,0,0,0.253866463755627,0,0,"grp0<18"
"gambela",0,"Condom",0.064684,"<18",0,0,1,0,0,0,0,0,0,"grp0<18"
"gambela",0,"None",0.421388,">35",0.0848363028847523,0,0.915163697115248,0,0,0,0,0,0,"grp0>35"
"gambela",0,"Condom",0.041939,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"gambela",1,"Birth",0.218802,"18-20",0,0,1,0,0,0,0,0,0,"grp118-20"
"gambela",1,"Birth",0.562731,"20-25",0.275872486143468,0,0.586191270784798,0,0,0,0,0,0.137936243071734,"grp120-25"
"gambela",1,"Birth",0.774718,"25-35",0.0714879478726453,0,0.928512052127355,0,0,0,0,0,0,"grp125-35"
"gambela",1,"Birth",0.162408,"<18",0.334620215752919,0,0.665379784247081,0,0,0,0,0,0,"grp1<18"
"gambela",6,"None",0.763884,"18-20",0.0424056532143624,0,0.957594346785638,0,0,0,0,0,0,"grp618-20"
"gambela",6,"None",1.406643,"20-25",0.150329543459144,0,0.740789240766847,0.038831459012699,0,0,0.0700497567613105,0,0,"grp620-25"
"gambela",6,"None",1.255419,"25-35",0.117824407628051,0,0.779226696425655,0,0,0,0.102948895946294,0,0,"grp625-35"
"gambela",6,"None",0.711685,"<18",0.119651250201985,0,0.880348749798014,0,0,0,0,0,0,"grp6<18"
"gambela",6,"None",0.137975,">35",0,0,1,0,0,0,0,0,0,"grp6>35"
"harari",0,"None",0.992554,"18-20",0.193229789008961,0,0.472034770904152,0,0,0,0.293263641071418,0,0.0414717990154692,"grp018-20"
"harari",0,"Pill",0.041567,"18-20",0,0,1,0,0,0,0,0,0,"grp018-20"
"harari",0,"Implant",0.027248,"18-20",0,0,1,0,0,0,0,0,0,"grp018-20"
"harari",0,"None",1.86597,"20-25",0.135107209655032,0.0830570695134434,0.348363049781079,0,0,0,0.390500919093019,0,0.042971751957427,"grp020-25"
"harari",0,"IUD",0.098903,"20-25",0.420280476830834,0,0.579719523169166,0,0,0,0,0,0,"grp020-25"
"harari",0,"Injectable",0.074302,"20-25",0.5,0,0,0,0,0,0.5,0,0,"grp020-25"
"harari",0,"Implant",0.137847,"20-25",0.702031962973442,0,0.297968037026558,0,0,0,0,0,0,"grp020-25"
"harari",0,"None",2.153733,"25-35",0.0945372522963617,0.0908037347247779,0.51124071553902,0,0,0,0.303418297439841,0,0,"grp025-35"
"harari",0,"Pill",0.050022,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"harari",0,"Injectable",0.157814,"25-35",0.218751188107519,0.519681397087711,0,0,0,0,0.26156741480477,0,0,"grp025-35"
"harari",0,"Implant",0.107233,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"harari",0,"None",0.914347,"<18",0.365786730858197,0,0.437210380741666,0,0,0,0.124148709406823,0.0271308376360397,0.0457233413572746,"grp0<18"
"harari",0,"Injectable",0.053824,"<18",0,0.384754013079667,0,0,0,0,0.615245986920333,0,0,"grp0<18"
"harari",0,"Implant",0.040571,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
"harari",0,"None",0.555424,">35",0.143416561041655,0,0.794429120815809,0,0,0,0.0621543181425362,0,0,"grp0>35"
"harari",0,"Pill",0.034522,">35",0,0,0,0,0,0,1,0,0,"grp0>35"
"harari",0,"Injectable",0.107899,">35",0.319947358177555,0,0,0,0,0,0.680052641822445,0,0,"grp0>35"
"harari",1,"Birth",0.034093,"18-20",0,0,0,0,0,0,1,0,0,"grp118-20"
"harari",1,"Birth",0.443514,"20-25",0.148590574367438,0.122383960821981,0.498198478514771,0,0,0,0.23082698629581,0,0,"grp120-25"
"harari",1,"Birth",0.325354,"25-35",0.176226510201196,0,0.537300909163557,0,0,0,0.106105964580119,0,0.180366616055128,"grp125-35"
"harari",1,"Birth",0.132723,"<18",0.38573570519051,0,0,0,0,0,0.61426429480949,0,0,"grp1<18"
"harari",1,"Birth",0.033115,">35",0,0,1,0,0,0,0,0,0,"grp1>35"
"harari",6,"None",0.358128,"18-20",0.122972791850958,0,0.541272952687307,0,0,0,0.335754255461734,0,0,"grp618-20"
"harari",6,"None",1.604739,"20-25",0.195866119038672,0.0533463697211821,0.400169747229923,0,0,0,0.309106963811561,0.0154585885929114,0.0260522116057502,"grp620-25"
"harari",6,"None",1.839095,"25-35",0.198635742036165,0.100922464581764,0.374443408306803,0,0,0,0.325998385075268,0,0,"grp625-35"
"harari",6,"None",0.521965,"<18",0.195539930838275,0.0754744092036822,0.511072581494928,0,0,0,0.217913078463115,0,0,"grp6<18"
"harari",6,"None",0.260513,">35",0,0.166467700268317,0.451370948858598,0.162072526131134,0,0,0.220088824741951,0,0,"grp6>35"
"oromia",0,"None",101.938168,"18-20",0.102177017738832,0,0.724762073416897,0,0,0,0.0929169239141123,0.0245386889825212,0.0556052959476376,"grp018-20"
"oromia",0,"Injectable",2.532077,"18-20",0,0,0,0,0,0,1,0,0,"grp018-20"
"oromia",0,"None",256.963427,"20-25",0.0835743874166186,0.0161205314248864,0.625447219771084,0,0,0,0.235085388240872,0.0319230175895809,0.00784945555695753,"grp020-25"
"oromia",0,"Pill",13.632027,"20-25",0,0.144962227554273,0.855037772445727,0,0,0,0,0,0,"grp020-25"
"oromia",0,"Injectable",17.820114,"20-25",1,0,0,0,0,0,0,0,0,"grp020-25"
