"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
0,"Injectable",35.630525,"25-35",0.344028441904799,0.156923115783447,0,0.0113048853476057,0,0.118860892451065,0.291394948572888,0.0774877159401945,0,"grp025-35"
0,"Injectable",1.16827,">35",1,0,0,0,0,0,0,0,0,"grp0>35"
0,"Condom",4.78842,"<18",0,0,0,0,0,0.5176868361589,0,0.364209488724882,0.118103675116218,"grp0<18"
0,"Condom",8.156718,"18-20",0.0622112962591081,0,0.146081426377619,0,0,0.327570476262634,0,0.464136801100639,0,"grp018-20"
0,"Condom",5.316033,"20-25",0.445255889118822,0,0.16074016094332,0,0,0.394003949937858,0,0,0,"grp020-25"
0,"Condom",26.547695,"25-35",0.0938306320002547,0.0393017924908358,0.248253417104574,0,0,0.516019262689284,0.0743477352741924,0,0.0282471604408594,"grp025-35"
0,"Condom",8.71498,">35",0,0.134643108762154,0.544078127545904,0,0,0.187549483762441,0.0204631565419542,0.113266123387547,0,"grp0>35"
0,"Withdrawal",0.705526,"<18",0,0,0,1,0,0,0,0,0,"grp0<18"
0,"Withdrawal",0.771149,"18-20",0,0,0,1,0,0,0,0,0,"grp018-20"
0,"Withdrawal",15.577289,"20-25",0.0287609737483846,0,0.0558581149775163,0.668260247338288,0,0,0.121117930083983,0.126002733851828,0,"grp020-25"
0,"Withdrawal",33.033147,"25-35",0.339598767262471,0,0.27496547634411,0.154415139435549,0,0,0.198295669498277,0.0327249474595926,0,"grp025-35"
0,"Withdrawal",20.340555,">35",0.0739097826976698,0.0676439261367254,0.064737319114449,0.13034855735254,0,0,0.363352229081262,0.134220231453862,0.165787954163493,"grp0>35"
0,"Implant",0,"<18",1,0,0,0,0,0,0,0,0,"grp020-25"
0,"Implant",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Implant",2.442361,"20-25",0,0,0.23762989992061,0.166622378919414,0,0,0,0.595747721159976,0,"grp020-25"
0,"Implant",10.700283,"25-35",0.192072770411773,0,0.451442172136943,0,0,0.356485057451284,0,0,0,"grp025-35"
0,"Implant",3.230172,">35",0.46185249578041,0.363028346478144,0.175119157741445,0,0,0,0,0,0,"grp0>35"
0,"Other.trad",0,"<18",0,0,0,0,0,0,0,0,0,"grp0<18"
0,"Other.trad",0,"18-20",0,0,0,0,0,0,0,0,0,"grp018-20"
0,"Other.trad",5.083783,"20-25",0.245486284524733,0,0.0637316738342294,0.14206448229596,0,0,0.33233578223146,0,0.216381777113618,"grp020-25"
0,"Other.trad",15.032417,"25-35",0.121712030739967,0.106837443373211,0.0411426851716527,0.255904556133588,0,0.474403284581581,0,0,0,"grp025-35"
0,"Other.trad",4.301873,">35",0.3102857755215,0.0979475684196163,0.226250751707454,0.36551590435143,0,0,0,0,0,"grp0>35"
0,"Other.mod",0,"<18",0,0,0,0,0,0,0,0,0,"grp0<18"
0,"Other.mod",0,"18-20",0,0,0,0,0,0,0,0,0,"grp018-20"
0,"Other.mod",3.673746,"20-25",0,0,0,0,0,1,0,0,0,"grp020-25"
0,"Other.mod",10.120825,"25-35",0.53914883421065,0,0,0.327160285846263,0,0.133690879943088,0,0,0,"grp025-35"
0,"Other.mod",2.91859,">35",0,0,0,0.55531540915305,0,0.44468459084695,0,0,0,"grp0>35"
1,"Birth",18.236062,"<18",0.0496901140169407,0,0.28949934475985,0.221941392829219,0,0.234629384348441,0.0941724150751407,0.110067348970408,0,"grp1<18"
1,"Birth",0,"18-20",0,0,0,0,0,0,1,0,0,"grp118-20"
1,"Birth",4.870574,"20-25",0,0,0.6838522523218,0,0,0,0.3161477476782,0,0,"grp120-25"
1,"Birth",5.138304,">35",0.203255782452731,0,0,0,0.186200154759236,0,0.329341938507336,0.281202124280697,0,"grp1>35"
1,"Birth",8.645623,"25-35",0,0,0.442978834492321,0,0,0.180466231294147,0.376554934213532,0,0,"grp125-35"
6,"None",92.696289,"<18",0.10485174870377,0.0244435567426006,0.178880418826691,0.0912004578737775,0,0.189342973589806,0.13611879327769,0.229511043316955,0.0456510076687105,"grp6<18"
6,"None",11.2085,"18-20",0.306548869161797,0,0.443672837578623,0,0,0,0.150979970558059,0.0987983227015212,0,"grp618-20"
6,"None",34.777918,"20-25",0.255195437518715,0.0511462187011885,0.413077660370583,0,0,0,0.248739185594721,0.0318414978147916,0,"grp620-25"
6,"None",44.893819,"25-35",0.209026547730323,0.0838456403096382,0.455732848212356,0,0,0,0.202061624563506,0.0493333391841759,0,"grp625-35"
6,"None",7.535432,">35",0.250854098344992,0,0.498291803310016,0,0,0,0.250854098344992,0,0,"grp6>35"
