postpartum,From,n,age_grp,Pill,IUD,Injectable,Condom,F.sterilization,Withdrawal,Implant,Other.trad,Other.mod,group
0,Pill,4.445166,18-20,0,0,0.425358018,0,0,0,0.574641982,0,0,grpNo18-20
0,Pill,34.133643,20-25,0,0,0.761328786,0.027418902,0,0.023296634,0.158185342,0.029770335,0,grpNo20-25
0,Pill,41.816037,>35,0,0.199959934,0.545533571,0,0,0.018505101,0.147410095,0.05394416,0.034647138,grpNo>35
0,Pill,52.929725,25-35,0,0.221710844,0.502061346,0.11301283,0,0.056339722,0.077533787,0.029341471,0,grpNo25-35
0,IUD,2.339845,>35,0.205614902,0,0,0,0,0,0.399986751,0,0.394398347,grpNo>35
0,IUD,5.300697,20-25,0.879360394,0,0,0,0,0,0.120639606,0,0,grpNo20-25
0,IUD,0,<18,0.879360394,0,0,0,0,0,0.120639606,0,0,grpNo<18
0,IUD,0,18-20,0.879360394,0,0,0,0,0,0.120639606,0,0,grpNo18-20
0,IUD,17.40484,25-35,0.400447232,0,0.068718529,0,0,0,0.301876662,0.228957577,0,grpNo25-35
0,Injectable,6.190851,<18,0.683918899,0,0,0,0,0,0.316081101,0,0,grpNo<18
0,Injectable,6.228366,18-20,0.618753137,0,0,0.138138317,0,0,0.104516498,0.138592048,0,grpNo18-20
0,Injectable,34.122848,20-25,0.732505065,0.090781608,0,0.071279719,0,0,0.033921436,0.071512173,0,grpNo20-25
0,Injectable,68.070351,>35,0.34717491,0.277854275,0,0,0,0,0.28602632,0.088944495,0,grpNo>35
0,Injectable,100.395797,25-35,0.55749782,0.12215862,0,0.064197747,0,0,0.159474813,0.090387101,0.006283899,grpNo25-35
0,Condom,3.504164,>35,0,0,0.319472776,0,0,0,0.680527224,0,0,grpNo>35
0,Condom,13.892453,25-35,0.170950371,0.462491757,0.122888593,0,0,0,0.074810906,0,0.168858372,grpNo25-35
0,Condom,13.903033,20-25,0.218155779,0,0.060522549,0,0,0,0.215132051,0.168729874,0.337459747,grpNo20-25
0,Condom,0,<18,0.218155779,0,0.060522549,0,0,0,0.215132051,0.168729874,0.337459747,grpNo<18
0,Condom,0,18-20,0.218155779,0,0.060522549,0,0,0,0.215132051,0.168729874,0.337459747,grpNo18-20
0,Withdrawal,0.752835,>35,0,0,1,0,0,0,0,0,0,grpNo>35
0,Withdrawal,9.460112,25-35,0,0,1,0,0,0,0,0,0,grpNo25-35
0,Withdrawal,0,<18,0,0,1,0,0,0,0,0,0,grpNo<18
0,Withdrawal,0,18-20,0,0,1,0,0,0,0,0,0,grpNo18-20
0,Withdrawal,0,20-25,0,0,1,0,0,0,0,0,0,grpNo20-25
0,Implant,0,<18,0,0,1,0,0,0,0,0,0,grpNo<18
0,Implant,2.046862,18-20,0,0,1,0,0,0,0,0,0,grpNo18-20
0,Implant,14.898055,20-25,0.080317867,0.203359835,0.438825672,0.277496626,0,0,0,0,0,grpNo20-25
0,Implant,25.070067,>35,0.354562315,0.130243768,0.222560993,0.044654248,0.057954692,0,0,0.190023984,0,grpNo>35
0,Implant,46.558186,25-35,0.365377573,0.135384141,0.431403857,0,0,0.064208301,0,0.003626129,0,grpNo25-35
0,Other.trad,5.217202,>35,0,0.700893314,0.144217533,0,0,0,0.154889153,0,0,grpNo>35
0,Other.trad,5.293475,25-35,0.398843671,0,0.136067517,0.290755128,0,0,0.174333684,0,0,grpNo25-35
0,Other.trad,0,<18,0.398843671,0,0.136067517,0.290755128,0,0,0.174333684,0,0,grpNo<18
0,Other.trad,0,18-20,0.398843671,0,0.136067517,0.290755128,0,0,0.174333684,0,0,grpNo18-20
0,Other.trad,0,20-25,0.398843671,0,0.136067517,0.290755128,0,0,0.174333684,0,0,grpNo20-25
0,Other.mod,2.128148,25-35,0,0,0,0,0,0,0,1,0,grpNo25-35
0,Other.mod,2.345857,18-20,0,0,0,1,0,0,0,0,0,grpNo18-20
0,Other.mod,4.691714,20-25,0,0,0,1,0,0,0,0,0,grpNo20-25
0,Other.mod,0,<18,0,0,0,1,0,0,0,0,0,grpNo<18
0,Other.mod,0,18-20,0,0,0,1,0,0,0,0,0,grpNo18-20
